RAC1P,SEX,REGION,ST,CIT,NATIVITY,DIS,DIVISION,RAC2P,POBP,WAOB,ID,REGION_dirty,ST_dirty,CIT_dirty,NATIVITY_dirty,RAC1P_dirty,RAC2P_dirty,POBP_dirty,WAOB_dirty
1,1,4,49,1,1,1,8,1,49,1,2987200,,,,,,,,
1,2,3,12,1,1,2,5,1,12,1,659022,,,,,,,,
2,2,3,5,1,1,2,7,2,5,1,143158,,,2,,,,,
1,1,1,36,1,1,2,2,1,36,1,2080507,,,,,,,,
1,2,3,47,1,1,2,6,1,47,1,2684111,,,,2,,,,
2,2,3,48,1,1,2,7,2,48,1,2742226,,,,,,,,
1,2,9,72,2,1,1,0,1,72,2,3265401,,,,2,,,,
1,2,4,53,1,1,2,9,1,6,1,3109375,1,,,,,,,
1,2,3,24,1,1,2,5,1,11,1,1366471,,,,,,23,,8
2,1,3,22,1,1,2,7,2,22,1,1310080,,,,,,,,7
2,2,3,48,1,1,2,7,2,48,1,2757276,,,,,,,,
3,2,4,4,1,1,2,8,18,4,1,114586,,,,,,,,
6,2,3,12,1,1,1,5,45,6,1,691523,,,,,,,,
1,1,2,19,1,1,1,4,1,19,1,1189716,,,,,,,,
2,1,3,22,1,1,2,7,2,22,1,1310419,,,,,,,,
9,1,4,6,1,1,2,9,68,6,1,541976,,,,,,,,
1,1,4,49,1,1,2,8,1,49,1,2962340,,,,,,,,
1,2,3,47,1,1,2,6,1,47,1,2625580,,,,,,,,
9,2,3,48,1,1,2,7,68,48,1,2804501,,,,,,,,3
6,2,4,6,1,1,2,9,39,48,1,323894,2,,,,,,,
2,1,3,22,1,1,2,7,2,22,1,1322689,,,,,,,,
1,2,1,42,1,1,2,2,1,42,1,2548844,,,,,,,,
1,2,1,36,1,1,2,2,1,36,1,1930884,,,,,,,,
1,2,2,20,1,1,2,4,1,20,1,1236925,,,,2,,,,
1,2,2,31,1,1,2,4,1,31,1,1752970,,,,,,,,
1,2,3,45,1,1,2,5,1,18,1,2582045,,,,,,,228,5
8,2,4,6,1,1,2,9,67,6,1,308605,,,,,,,,
1,2,2,27,1,1,2,4,1,27,1,1597025,,,,,,,,
1,1,2,39,1,1,2,3,1,39,1,2342357,,,,,,,,
2,1,3,13,1,1,2,5,2,39,1,909327,,,,,,,,
1,1,3,24,1,1,2,5,1,24,1,1359096,,,,,,,,
1,1,3,47,1,1,2,6,1,47,1,2631085,,,,,,,,
9,1,4,8,1,1,2,8,68,8,1,576070,,,,2,,,,
2,2,3,48,1,1,2,7,2,48,1,2890620,,,,,,,,
1,2,1,36,1,1,2,2,1,36,1,2070644,,,,,,,,
9,2,4,6,1,1,2,9,68,6,1,450936,,,,,,,,
1,1,2,39,1,1,1,3,1,39,1,2228392,,,,,,,,
1,2,3,13,1,1,2,5,1,13,1,946684,9,,,,,14,,
9,2,1,33,1,1,2,1,68,25,1,1786537,,,,,,,,
1,1,3,12,1,1,2,5,1,6,1,653574,,,,,,,,
1,2,2,29,1,1,2,4,1,33,1,1700267,,,,,,,,
2,2,3,13,1,1,2,5,2,1,1,876367,,,,,,,,
1,1,3,1,1,1,2,6,1,1,1,24656,,,2,,,,,
1,2,4,41,1,1,2,9,1,41,1,2403589,,,,,,,,
1,2,3,48,1,1,2,7,1,6,1,2782687,,,,,,,,
8,2,2,17,1,1,2,3,67,17,1,1031794,,,,,,,,
4,1,4,53,1,1,2,9,35,2,1,3100224,,,,,,,,6
1,2,3,22,1,1,2,7,1,22,1,1291513,,,,,,,,
1,2,3,12,1,1,2,5,1,34,1,758697,,,,,,,139,
8,1,1,9,1,1,2,1,67,9,1,617607,,,,,,,,
1,2,4,6,1,1,2,9,1,6,1,284742,,,2,,,,51,
1,2,4,35,1,1,2,8,1,35,1,1898631,,,,,8,,,
1,1,4,6,1,1,2,9,1,8,1,290468,,,,,,,,
1,1,1,42,1,1,1,2,1,42,1,2433446,,,,,,,,
1,2,2,55,1,1,2,3,1,55,1,3229479,,,,,,,,
2,2,4,4,1,1,2,8,2,28,1,71862,,,,,,,,
1,1,1,36,1,1,2,2,1,36,1,2047882,,,,,,,,
1,2,3,12,1,1,2,5,1,51,1,664580,,,,2,,,,
1,1,1,36,1,1,1,2,1,36,1,1963231,,,,,,,,
9,2,4,4,1,1,2,8,68,4,1,69447,,,,,,,,
6,2,4,15,1,1,2,9,43,6,1,960943,,16,,,,,,
1,2,3,13,1,1,2,5,1,37,1,944844,,,,,,,,
9,2,3,48,1,1,1,7,68,48,1,2942509,,,,,,,,
1,1,2,26,1,1,1,3,1,26,1,1484207,,,,,,,,
1,1,3,51,1,1,2,5,1,24,1,3019471,,,4,,,,,5
9,2,2,18,1,1,2,3,68,18,1,1123364,,,,,,,,
1,1,2,26,1,1,2,3,1,26,1,1566426,,,,,,,,
1,1,2,17,1,1,2,3,1,17,1,1040109,,,,,,,,
1,2,2,27,1,1,2,4,1,41,1,1602945,,,,,,,,
1,1,4,6,1,1,2,9,1,6,1,519938,,,,,,,,
2,2,3,24,1,1,2,5,2,24,1,1395074,,,,,,,,
1,1,3,40,1,1,2,7,1,5,1,2348742,,,,2,,,,
1,2,3,12,1,1,2,5,1,12,1,834489,,47,,,,,,
8,2,3,51,1,1,2,5,67,51,1,3036730,,,,,,,,
1,1,3,28,1,1,2,6,1,28,1,1643883,,,,2,,,,
1,1,4,30,1,1,1,8,1,30,1,1734020,,,,,,,,
1,2,3,48,1,1,2,7,1,48,1,2854408,,,,,,,,
2,1,2,31,1,1,2,4,2,31,1,1746017,,45,,,,,,
9,1,3,48,1,1,2,7,68,48,1,2904940,,,,,,,,
1,1,3,12,1,1,1,5,1,26,1,749520,,,,,,,,
1,2,4,6,1,1,2,9,1,6,1,533658,,,,,,,,
1,1,2,55,1,1,2,3,1,55,1,3234962,,,,,,,,
1,1,1,42,1,1,2,2,1,42,1,2487931,3,,,,,,,5
1,1,4,6,1,1,2,9,1,31,1,372760,,,,,,,110,
1,2,2,31,1,1,2,4,1,19,1,1749933,,,,,,,,
1,1,1,42,1,1,2,2,1,42,1,2470505,,,,,,,,
9,2,3,48,1,1,2,7,68,48,1,2776355,,,3,,,,,
1,1,2,29,1,1,2,4,1,29,1,1687039,,,,,,,,
1,1,3,12,1,1,2,5,1,5,1,845429,,,,,4,,,
9,1,1,36,1,1,2,2,68,36,1,1922548,,,,,,,,
8,2,2,29,1,1,2,4,67,36,1,1699498,,,,,,,,
1,1,4,32,1,1,2,8,1,18,1,1776124,,,,,,,,
9,2,3,12,1,1,2,5,68,33,1,847597,,,,,,5,,
1,1,3,21,1,1,2,6,1,21,1,1244419,,,,,,,,
1,2,3,21,1,1,2,6,1,21,1,1253158,,,,,,,,
1,1,4,6,1,1,1,9,1,6,1,366258,,,,,,,,
1,2,3,47,1,1,2,6,1,12,1,2635905,,,,,,,,
1,2,1,34,1,1,2,2,1,34,1,1809063,,,,,,,,
1,2,3,40,1,1,2,7,1,6,1,2361647,,,,,,,,
2,1,2,39,1,1,2,3,2,39,1,2224985,,,,2,,,,
1,1,1,9,1,1,2,1,1,9,1,605648,,,,,,49,,
1,1,1,42,1,1,2,2,1,42,1,2549589,,,,,7,,364,
1,1,3,54,1,1,2,5,1,54,1,3162057,,,,,,4,,
1,1,2,55,1,1,2,3,1,55,1,3222018,,,,,,,,
1,1,3,24,1,1,2,5,1,11,1,1347604,,,,,,,,
1,1,3,10,1,1,2,5,1,6,1,644310,,,,,,,,
1,1,2,29,1,1,2,4,1,29,1,1680159,,,,,,,,
1,2,3,24,1,1,2,5,1,11,1,1365623,2,,,,,38,,
8,2,4,6,1,1,2,9,67,6,1,213534,,,,,,,,
1,2,3,21,1,1,2,6,1,21,1,1279663,,,,,,,,
1,1,2,27,1,1,2,4,1,27,1,1599462,4,,,,,,,
1,1,1,36,1,1,1,2,1,36,1,1932474,,,,,,,,
1,2,3,48,1,1,2,7,1,48,1,2840124,,,,,,,,
1,1,2,27,1,1,1,4,1,55,1,1584634,,,,,,,,
2,1,3,13,2,1,2,5,2,78,2,856412,,,,,,,,
1,2,3,12,1,1,2,5,1,42,1,823009,,,,,,,,
1,1,3,37,1,1,1,5,1,25,1,2182497,,,,,,,,
1,1,2,39,1,1,1,3,1,39,1,2291871,,,,,,,,
1,1,3,21,1,1,2,6,1,21,1,1273969,,,,,,,,
1,1,4,41,1,1,2,9,1,41,1,2405335,,,,,,,,
8,2,4,6,1,1,2,9,67,6,1,269161,,5,,,,,,
1,2,3,12,1,1,2,5,1,27,1,792377,,,,,,,,
1,2,4,6,1,1,2,9,1,29,1,217798,,,,,,,242,
1,1,2,17,1,1,1,3,1,17,1,1086542,,,,,,,,
1,1,1,42,1,1,2,2,1,42,1,2459338,,,,,,,,
1,2,1,42,1,1,2,2,1,26,1,2478613,,,,2,2,,,
1,1,3,47,1,1,2,6,1,47,1,2642889,,,,,,,,
1,1,4,53,1,1,1,9,1,53,1,3101316,,,,,,,,
2,2,2,29,1,1,2,4,2,29,1,1721863,,,,,,,214,
9,1,3,51,1,1,2,5,68,51,1,3070816,,,,,,,,
1,2,1,9,1,1,2,1,1,9,1,625944,,,,,,,,
1,2,2,19,1,1,2,4,1,19,1,1207841,,,,,,,,
1,2,1,25,1,1,2,1,1,25,1,1469686,,,,,,,,
2,1,3,51,1,1,2,5,2,51,1,3047147,,,,,,,,
1,1,3,28,1,1,2,6,1,13,1,1639375,,,,,,,,
1,1,2,19,1,1,2,4,1,19,1,1193233,,,,,,,,
9,1,4,53,1,1,2,9,68,48,1,3090742,,,,,,,,
2,2,3,48,1,1,2,7,2,48,1,2849575,,,,,,,,
1,2,3,47,1,1,1,6,1,47,1,2655668,,,,,,,,
1,2,3,12,1,1,2,5,1,36,1,673174,,,,,,,,
1,2,2,17,1,1,2,3,1,17,1,1000188,,,,,,,,
1,1,2,26,1,1,2,3,1,18,1,1559914,,,,,,,,
2,2,1,34,1,1,2,2,2,34,1,1856155,2,,,,,,,
1,1,3,12,1,1,2,5,1,12,1,786784,,,,,,,,
9,2,4,6,1,1,2,9,68,41,1,163949,,,,,,,,
2,1,3,48,1,1,2,7,2,13,1,2761740,,,,,,,,
1,2,2,27,1,1,2,4,1,27,1,1604530,4,,,,,,,
9,2,3,47,1,1,2,6,68,47,1,2664419,,,,,,,,
1,2,2,19,1,1,2,4,1,19,1,1182861,,,,,,,,7
1,2,1,9,1,1,2,1,1,9,1,609323,,,,,,,,
1,1,1,36,1,1,2,2,1,12,1,2097539,,,,,,,,
1,1,1,42,1,1,1,2,1,42,1,2472037,,,,,,,,
6,2,4,6,1,1,2,9,49,39,1,469350,,,,,,,,
1,1,3,21,1,1,2,6,1,21,1,1253922,,,,,,,,
1,1,4,8,1,1,2,8,1,8,1,548971,,,,,,,,
1,2,3,48,1,1,2,7,1,6,1,2866199,,,,,8,,,
2,2,2,26,1,1,2,3,2,26,1,1480443,,,,,,,400,
8,1,4,6,3,1,2,9,67,303,3,254794,,,,,,,,
1,2,4,6,1,1,1,9,1,6,1,524237,,,,,,,,
1,2,3,40,1,1,1,7,1,20,1,2374297,,,,,,,,
8,2,2,17,1,1,2,3,67,17,1,1018547,,,,,,,,
1,1,3,13,1,1,2,5,1,25,1,928458,,,,,,,,
3,1,2,31,1,1,2,4,23,46,1,1747799,,,,,,,,
1,1,4,6,1,1,2,9,1,26,1,345309,,,,,,,,
1,1,3,21,1,1,2,6,1,39,1,1278770,,,,,,,,
1,1,3,12,1,1,2,5,1,39,1,684147,,,,,,,,
8,1,3,48,1,1,2,7,67,48,1,2746418,,,,,,,116,
1,2,2,39,1,1,1,3,1,39,1,2226597,,,,,4,,,
9,2,4,6,1,1,2,9,68,25,1,325300,,,,,,,,
1,1,3,5,1,1,2,7,1,6,1,147794,,,,,,,,
1,2,4,15,1,1,2,9,1,27,1,955109,,,,,,,,
1,2,3,37,1,1,2,5,1,54,1,2182201,,,,,,,,
1,2,2,26,1,1,1,3,1,26,1,1479521,,,,,,,,
9,1,4,53,1,1,2,9,68,6,1,3097883,,,,,,,,
9,1,4,15,1,1,2,9,68,15,1,952247,,,,,,,,
1,1,2,39,1,1,2,3,1,39,1,2236152,,,3,,,,,
6,1,4,6,1,1,2,9,48,6,1,194479,,,,,,,,
1,2,2,19,1,1,2,4,1,19,1,1183342,,,,,,,,
2,2,3,13,1,1,2,5,2,36,1,918968,,,,,,,,
1,2,2,39,1,1,2,3,1,39,1,2259404,,,,,,,,
1,2,1,50,1,1,2,1,1,50,1,2991531,,44,4,,,,,
1,2,1,36,1,1,2,2,1,23,1,1997416,,,,,,,,
1,2,4,6,1,1,2,9,1,6,1,445145,,,,,,,,
1,1,4,6,1,1,2,9,1,25,1,295971,,,,,,,,
1,1,3,37,1,1,2,5,1,22,1,2211295,,,,,,,,
1,1,3,48,1,1,2,7,1,48,1,2800975,,,,,,,,
1,2,4,6,1,1,2,9,1,6,1,342456,,,,,,,,
8,1,4,6,1,1,2,9,67,6,1,520800,,,,,,,,
1,1,4,2,1,1,2,9,1,36,1,54183,,,,,,,,
9,1,4,6,1,1,2,9,68,6,1,504351,,,,,,,,
1,2,3,13,1,1,2,5,1,45,1,862982,,,,,,,,
1,1,4,6,1,1,2,9,1,6,1,172164,,,,,,,,
1,2,4,8,1,1,2,8,1,39,1,599693,,,,,,,,
1,1,2,17,1,1,2,3,1,17,1,1106373,,,,,,,,
3,2,4,6,1,1,2,9,28,6,1,331162,,,,,,,,
1,2,3,37,1,1,1,5,1,49,1,2130344,,,,,,,,
6,2,2,20,1,1,2,4,57,20,1,1231150,,,,,,30,,
1,2,2,17,1,1,2,3,1,17,1,1068994,,,,,,,,
1,1,4,16,1,1,2,8,1,53,1,977706,,,,,,,,
1,1,3,54,1,1,2,5,1,54,1,3176905,,,,,,,,
9,2,1,42,2,1,1,2,68,72,2,2490930,,,,,,,,
1,1,1,42,1,1,2,2,1,42,1,2470133,,,,,,,,
1,2,2,29,1,1,2,4,1,24,1,1690561,,,,,,,,
1,2,3,1,1,1,1,6,1,1,1,15434,,,,,,,,
9,2,3,12,1,1,1,5,68,12,1,779645,,,,,,,,
1,1,4,6,1,1,2,9,1,6,1,295762,,,,,,,,
1,1,1,42,1,1,2,2,1,42,1,2481688,,,,,,,,
1,2,2,55,1,1,2,3,1,55,1,3224383,,,,,,,467,
1,2,1,34,1,1,2,2,1,34,1,1824953,,,,,,,,
1,1,1,34,1,1,2,2,1,36,1,1810826,9,,,,,,,
1,1,2,46,1,1,2,4,1,46,1,2617693,,,,,,,,
1,1,3,48,1,1,2,7,1,48,1,2824916,,,,,,,,
1,2,4,8,1,1,2,8,1,20,1,589928,,,,,,,,
1,2,3,1,1,1,2,6,1,1,1,42034,,,,,,,129,
2,1,3,1,1,1,2,6,2,1,1,31131,,,,,,,,
1,2,3,24,1,1,2,5,1,24,1,1400381,,,,,,,,
2,1,3,45,1,1,2,5,2,45,1,2611773,,,,,,,,
1,2,1,33,1,1,2,1,1,25,1,1790773,,,,,,,,
2,1,3,48,1,1,1,7,2,48,1,2698107,,,,,,,508,
1,1,1,42,1,1,2,2,1,42,1,2532735,,,,,,,,
1,2,3,48,1,1,2,7,1,48,1,2744351,,,,,,,,
1,2,9,72,2,1,1,0,1,72,2,3256535,,,,,,,459,
1,2,4,8,1,1,2,8,1,8,1,547844,,,,,,,,
1,1,4,49,1,1,2,8,1,49,1,2961551,,,,,6,,,
1,2,3,1,1,1,2,6,1,36,1,13603,,,4,,,,,
1,2,3,12,1,1,2,5,1,48,1,713069,,,,,,,,
1,2,3,12,1,1,2,5,1,48,1,673901,,,,,,,,
9,2,3,28,1,1,1,6,68,28,1,1642283,,,,,,,,
1,2,4,8,1,1,2,8,1,8,1,554850,,,,,,,,
1,2,1,42,1,1,2,2,1,42,1,2525871,,,,,,,,
2,1,1,42,1,1,2,2,2,42,1,2537135,,,,,,,,
6,1,3,21,1,1,2,6,49,21,1,1259019,,,,,,,,
1,1,3,12,1,1,2,5,1,12,1,752401,,,,,,,,
1,2,1,44,1,1,2,1,1,17,1,2557199,,,,,,,,
1,1,2,39,1,1,2,3,1,39,1,2233268,,,,,,,,
1,1,2,55,1,1,2,3,1,17,1,3180379,,,,,,,,
9,1,1,42,1,1,2,2,68,42,1,2504779,,,,,,,,
1,2,1,42,1,1,2,2,1,42,1,2464993,,,,,,,,
1,1,4,8,1,1,2,8,1,25,1,564626,,,,,,,,
1,1,3,13,1,1,2,5,1,13,1,860259,,31,,,,,,
2,2,3,51,1,1,2,5,2,51,1,3063473,,,,,7,,,
1,1,2,38,1,1,1,4,1,38,1,2221950,,,,,,,,6
9,1,4,30,1,1,2,8,68,30,1,1730235,,,,,,,,
1,1,3,48,1,1,2,7,1,48,1,2881127,,,,,,,,
1,2,4,41,1,1,2,9,1,12,1,2399687,,,,,,,,
2,2,3,51,1,1,1,5,2,51,1,3068348,,,,,,,,
8,1,2,39,1,1,2,3,67,6,1,2236425,,,,,,,,
1,1,2,55,1,1,2,3,1,55,1,3204383,,,,,,,,
1,1,4,6,1,1,2,9,1,51,1,471887,,,,,,,,
2,1,3,12,1,1,2,5,2,12,1,803678,,,,,,,,
1,2,2,18,1,1,2,3,1,18,1,1159593,,,,,,,,
1,1,3,21,1,1,2,6,1,21,1,1258264,,,,,,,,
2,2,4,6,1,1,2,9,2,6,1,234542,,,,,,,,
1,1,2,18,1,1,2,3,1,42,1,1160179,9,,,,,,,
1,2,2,27,1,1,2,4,1,27,1,1595803,,,,,,,,
2,2,3,12,1,1,2,5,2,12,1,664816,,33,,2,,,,
8,1,1,36,1,1,2,2,67,36,1,2031327,,,,,,25,,
1,1,3,47,1,1,1,6,1,47,1,2675214,,,,,9,,364,
1,1,4,6,1,1,2,9,1,6,1,232640,,,5,,,,,
1,1,3,37,1,1,2,5,1,37,1,2114553,,30,,,,,,
1,1,3,5,1,1,2,7,1,5,1,149570,,,,,,,,
1,2,3,45,1,1,2,5,1,48,1,2573798,,,,,,,,
1,1,3,48,1,1,2,7,1,42,1,2709274,,,,,4,,,
9,1,3,51,1,1,2,5,68,51,1,3031739,,,,,,,,
9,2,4,35,1,1,2,8,68,35,1,1907195,,,,,2,,,
1,2,2,17,1,1,2,3,1,17,1,998744,,,,,,,,
9,1,3,48,1,1,2,7,68,48,1,2821269,,,,,,,18,
1,1,2,39,1,1,2,3,1,39,1,2337254,,38,,,,,,
1,1,3,1,1,1,2,6,1,5,1,7009,,,,,,,,
1,1,3,12,1,1,1,5,1,12,1,787754,,,,,,,,
9,1,1,42,1,1,2,2,68,42,1,2526844,,,,,,,,
2,2,4,53,1,1,2,9,2,1,1,3152041,9,,,,,,,
1,1,2,38,1,1,2,4,1,38,1,2217012,,,,,,,,
1,2,3,48,1,1,2,7,1,48,1,2928389,,,,,,,,
1,2,4,8,1,1,2,8,1,48,1,549766,,,,,,,240,
3,2,4,41,1,1,2,9,28,41,1,2421343,,,,,,,,
1,1,3,45,1,1,2,5,1,45,1,2564374,,,,,,,,
1,1,3,13,1,1,2,5,1,47,1,940800,,,,,,,,
1,2,3,12,1,1,1,5,1,36,1,765121,,,,,,,,
1,2,4,49,1,1,1,8,1,49,1,2966017,,,,,,,,
1,1,1,23,1,1,2,1,1,23,1,1333845,,,,,,,,
1,2,4,6,1,1,2,9,1,48,1,396233,,,2,,,,,
2,1,3,47,1,1,2,6,2,47,1,2626882,,,,,,,,
1,1,3,48,1,1,2,7,1,48,1,2746715,,,,,,,,
1,2,1,42,1,1,2,2,1,42,1,2520717,,,,,,,,8
1,2,3,47,1,1,2,6,1,47,1,2680815,,,,,,,,
1,2,3,51,1,1,2,5,1,51,1,3007652,,,,,,,,
1,1,3,21,1,1,2,6,1,21,1,1248760,,,,,,,,
1,1,2,55,1,1,2,3,1,55,1,3213542,,,,,,,,
1,1,4,53,1,1,1,9,1,6,1,3140941,,,,,,,,
9,1,1,36,1,1,2,2,68,36,1,1953470,,,,,,,,
1,2,2,55,1,1,2,3,1,17,1,3219916,,,,,,,,
1,1,2,39,1,1,2,3,1,39,1,2293892,9,,4,,,,,
1,1,4,4,1,1,2,8,1,29,1,77134,,,,,,,,
1,2,3,48,1,1,1,7,1,29,1,2913009,,,,,,,,
1,2,2,26,1,1,2,3,1,26,1,1492856,,,,2,,63,,
6,1,4,6,1,1,2,9,46,6,1,419600,,,,,,,,
9,1,1,23,1,1,2,1,68,23,1,1336989,,,,,,,,
1,1,3,1,1,1,2,6,1,39,1,39832,,,,,,,,
1,1,3,13,1,1,2,5,1,36,1,852903,,,,,4,,,
1,1,2,38,1,1,2,4,1,38,1,2222340,,,,,,46,,
1,2,3,48,1,1,2,7,1,4,1,2911970,,,,,,,,
1,1,3,45,1,1,2,5,1,21,1,2598880,,,,,,,,
1,1,3,45,1,1,1,5,1,36,1,2571794,,,,,,,,
1,2,3,48,1,1,2,7,1,48,1,2708029,,,,,,,,8
1,2,3,47,1,1,2,6,1,47,1,2640158,,,,,,,,
1,2,1,34,1,1,2,2,1,34,1,1850922,,,,,,,,
9,2,3,48,3,1,2,7,68,303,3,2881121,,,,,,,,
1,1,4,15,1,1,2,9,1,6,1,955322,,,,,,43,,
2,2,1,36,1,1,2,2,2,36,1,2014934,,,,,,,,
8,2,4,6,1,1,2,9,67,6,1,359265,,,,,,,,
1,2,2,17,1,1,2,3,1,17,1,1010392,,,,,,,,
1,1,3,21,1,1,2,6,1,21,1,1279175,,,,,,,,
1,2,2,27,1,1,2,4,1,27,1,1624915,,,,,,,,
1,2,1,36,1,1,1,2,1,36,1,1972831,,,,,,,,
1,2,1,36,1,1,2,2,1,36,1,2004982,,,2,,,,,
9,2,4,4,1,1,2,8,68,4,1,119665,,,,,,,,
1,1,2,17,1,1,1,3,1,17,1,1003088,,,3,,,,,
1,2,2,38,1,1,2,4,1,38,1,2221069,,,,,,,,
1,1,1,42,1,1,2,2,1,42,1,2454844,,,,,,,,
8,2,4,6,1,1,2,9,67,6,1,345794,,,,,,62,,
9,2,2,26,1,1,2,3,68,6,1,1546420,,,,,,,,
1,2,2,31,1,1,2,4,1,20,1,1752958,,,,,,,,
3,1,4,32,1,1,2,8,36,32,1,1767395,,,,,,,,
1,2,1,42,1,1,2,2,1,36,1,2470952,,,,,,,,5
1,1,4,8,1,1,2,8,1,8,1,562768,,,,,8,,,
1,1,1,25,1,1,2,1,1,25,1,1422028,,,,,,,,
1,2,3,28,1,1,2,6,1,48,1,1654047,,,,,,,,
1,2,3,40,1,1,2,7,1,40,1,2376133,,,,,,,,
2,2,3,12,1,1,2,5,2,12,1,682710,,,,,,,,
9,1,1,36,1,1,2,2,68,36,1,2102720,,,,,,13,,
1,2,3,51,1,1,1,5,1,51,1,3074322,,,,,,,,6
1,1,2,18,1,1,2,3,1,6,1,1176635,,,,,,61,,
9,2,3,12,1,1,1,5,68,32,1,761822,,,,,2,43,,
1,1,2,17,1,1,2,3,1,17,1,1055227,,,,,,,,
9,1,4,32,1,1,2,8,68,32,1,1779365,1,,,,,,,
1,1,4,8,1,1,2,8,1,55,1,574887,,,,,,,,
9,1,4,41,1,1,2,9,68,41,1,2420692,,,,,,,,
1,2,3,47,1,1,2,6,1,47,1,2640847,,,,,,,,
1,1,3,21,1,1,2,6,1,21,1,1240389,,,,,,,,
1,2,1,36,1,1,2,2,1,36,1,2080128,,,,,2,,,
1,2,4,6,1,1,1,9,1,39,1,314593,,,,,,,,
1,1,1,42,1,1,2,2,1,42,1,2435942,,,,,,,,
1,2,2,17,1,1,2,3,1,17,1,1095386,,,,,,,,
1,2,4,8,1,1,2,8,1,17,1,577163,,,,,,,,
1,1,1,42,1,1,2,2,1,42,1,2463827,,,,,,,,
1,1,3,54,1,1,1,5,1,54,1,3170088,,,,,,,,
1,1,3,51,1,1,1,5,1,34,1,3015902,,,,,,,,
1,2,3,12,1,1,2,5,1,12,1,838074,,,,,,,,
6,1,3,48,1,1,2,7,43,48,1,2883175,,,,,,,,
1,2,4,41,1,1,2,9,1,41,1,2406517,9,,,,,,,
1,2,1,36,1,1,2,2,1,36,1,2069574,,,,,,,,
2,1,3,13,1,1,1,5,2,13,1,882534,,,,,,,,
8,1,1,34,1,1,2,2,67,34,1,1809479,,,,,,,,
8,2,4,6,1,1,2,9,67,6,1,521046,,,,,,,,
1,2,3,51,1,1,2,5,1,54,1,3029674,,,,,,,,
1,1,3,45,1,1,2,5,1,37,1,2577835,,,,,,,,
1,1,4,53,1,1,2,9,1,49,1,3150496,,,,,,,,
1,1,3,40,1,1,1,7,1,40,1,2357406,,,,,,,,
1,2,2,26,1,1,1,3,1,26,1,1551251,,,,,,,,
1,2,3,37,1,1,2,5,1,37,1,2114275,,,,,,,,
1,2,2,18,1,1,2,3,1,26,1,1129883,,,,,6,57,,
2,2,3,45,1,1,2,5,2,45,1,2605849,,,,,,,,
1,2,2,26,1,1,2,3,1,26,1,1533193,,,,,,,,
1,2,3,1,1,1,1,6,1,1,1,13036,,,,,4,,,
2,1,2,39,1,1,2,3,2,39,1,2310843,,,,,,,,
1,2,1,44,1,1,1,1,1,44,1,2563521,,,,,,,,
1,2,3,12,1,1,1,5,1,12,1,656276,9,,,,,,,
3,1,3,48,1,1,2,7,27,48,1,2822713,,,,,,,,
1,2,3,12,1,1,2,5,1,12,1,693327,,,,2,,,,
1,2,3,24,1,1,1,5,1,10,1,1356565,,,,,,,,
8,2,2,18,1,1,2,3,67,18,1,1126388,,,,,,,,7
1,2,4,53,1,1,2,9,1,6,1,3118899,,,,,,,,
1,2,3,12,1,1,2,5,1,12,1,788343,,,,,,,,
1,1,3,13,1,1,2,5,1,12,1,883939,,,,,,,332,
9,2,3,48,1,1,2,7,68,48,1,2758509,,,,,,,,
1,1,2,38,1,1,1,4,1,34,1,2220419,,,5,,,,,
1,1,3,40,1,1,2,7,1,8,1,2362644,,,,,,,,
1,1,3,47,1,1,1,6,1,47,1,2690358,,,,,,,,
1,2,2,39,1,1,2,3,1,39,1,2265892,,,,,,,,
1,1,3,45,1,1,1,5,1,6,1,2597591,,,,,,,,
2,1,3,13,1,1,2,5,2,13,1,947253,,,,,,,,
1,1,2,17,1,1,2,3,1,36,1,1021258,,,,,,,,
2,1,3,37,1,1,1,5,2,39,1,2154353,,,3,,,,,
2,2,3,13,1,1,1,5,2,13,1,921032,,,,,,,,
1,2,1,42,1,1,2,2,1,17,1,2459903,,,,,,,,
1,1,3,21,1,1,2,6,1,21,1,1258364,,,,,,,,
1,1,2,29,1,1,1,4,1,29,1,1673696,,,,,,,,5
1,2,3,12,1,1,2,5,1,36,1,815256,,,,,,,,
2,2,3,47,1,1,2,6,2,17,1,2677657,,,,,,,,
2,1,3,54,1,1,2,5,2,54,1,3176841,,,,,,,,
1,2,3,48,1,1,2,7,1,48,1,2758064,,,,,,,,
1,2,4,8,1,1,2,8,1,35,1,577538,,,,,5,,,
1,1,3,1,1,1,2,6,1,1,1,1912,,,,,,,,
1,1,2,26,1,1,2,3,1,42,1,1529495,,,,,,,,
1,1,2,18,1,1,2,3,1,39,1,1115873,,,,,,,,
1,1,9,72,2,1,1,0,1,72,2,3268366,,,,,,,,
1,1,4,53,1,1,2,9,1,53,1,3106653,,,,,,,,
1,1,1,36,1,1,2,2,1,36,1,1986405,,,,,,,,
1,2,2,55,1,1,1,3,1,55,1,3202304,,,,,,,,
1,1,1,36,1,1,2,2,1,36,1,1966197,,,,,4,,,6
1,1,3,22,1,1,1,7,1,22,1,1286343,,,,,,,,
1,1,3,47,1,1,1,6,1,12,1,2662587,,,,,,,,
9,1,3,48,1,1,1,7,68,48,1,2782811,,,,,,,,
1,1,3,47,1,1,2,6,1,47,1,2663046,,,,,,,,
2,2,3,48,1,1,2,7,2,48,1,2945722,,,,,,,,
1,2,3,13,1,1,2,5,1,13,1,917194,,,,,,,,
1,1,2,39,1,1,2,3,1,39,1,2227841,,,,,5,,,
