RAC1P,SEX,REGION,ST,CIT,NATIVITY,DIS,DIVISION,RAC2P,POBP,WAOB,ID
1,2,4,6,5,1,2,9,1,6,2,386140
1,1,1,25,1,1,2,1,1,42,1,1427790
1,2,3,48,1,1,2,7,1,48,1,2843845
1,2,2,18,1,1,2,3,1,18,1,1133578
9,2,4,6,1,1,2,9,68,6,1,458567
1,2,3,48,5,1,2,7,1,48,1,2751358
1,1,1,36,1,1,2,2,1,36,1,1949175
1,1,4,49,1,1,2,8,1,49,1,2983876
8,2,4,32,3,1,2,8,1,6,1,1771361
8,1,4,6,1,1,2,9,67,6,1,283078
1,1,3,12,1,1,2,5,2,12,1,780741
2,1,3,22,1,1,2,7,2,48,1,1286674
1,1,1,6,1,1,2,9,1,6,1,410137
1,1,1,36,1,1,2,2,1,36,1,1973255
1,2,4,32,1,1,1,8,1,36,1,1771093
1,1,2,55,1,1,2,3,1,55,1,3186684
1,2,4,6,1,1,2,9,1,26,1,531833
1,2,1,36,1,1,2,2,1,24,1,1911092
1,2,1,12,1,1,2,5,1,12,1,840641
1,2,3,22,4,1,1,7,1,22,1,1309521
1,2,1,25,1,1,2,1,1,25,1,1437468
1,2,3,54,2,1,2,5,1,54,1,3170833
1,1,2,39,1,2,2,3,1,39,1,2329782
1,1,1,42,2,1,1,2,1,36,1,2509678
2,1,4,6,1,1,2,9,2,6,1,427706
1,2,3,24,1,1,2,5,1,163,1,1346472
9,2,4,53,2,1,2,9,68,72,2,3137914
2,2,3,37,1,1,2,5,2,36,1,2138972
5,2,3,28,1,1,2,6,1,28,1,1660959
1,2,4,6,1,1,2,9,24,6,1,460596
1,1,3,22,1,1,2,7,46,22,1,1312197
1,1,4,6,1,2,2,9,1,6,1,305235
1,1,1,36,1,1,2,2,1,36,1,2019560
1,1,3,21,1,1,2,6,1,21,1,1242700
2,2,2,26,1,1,1,3,1,26,1,1486188
1,2,3,48,1,1,2,7,1,48,1,2883550
1,1,2,17,1,1,2,3,6,17,1,1035733
2,1,3,51,1,2,2,5,2,314,1,2997088
1,1,1,25,1,1,2,1,35,25,1,1451048
1,1,2,39,1,1,2,3,1,55,1,3183197
2,2,4,6,1,1,2,9,2,12,1,165440
2,2,4,28,1,1,2,6,2,28,1,1637409
1,1,3,28,1,1,2,6,1,28,1,1635230
1,1,3,47,1,1,2,6,1,47,1,2675768
1,2,3,12,1,1,1,5,1,12,1,698197
1,1,1,36,1,1,2,2,1,25,1,2045692
1,1,1,39,1,1,2,3,1,39,1,2231020
1,1,3,24,1,1,2,5,1,2,1,1347284
6,1,1,42,1,1,1,2,1,19,2,2472388
1,1,4,30,1,1,2,8,1,30,1,1727645
1,2,1,39,1,1,2,2,1,36,1,1989583
1,1,4,6,1,1,2,9,1,12,1,415845
6,2,4,6,1,1,2,9,48,150,1,211148
4,2,4,41,1,1,2,9,1,10,4,2391057
1,2,3,13,1,1,2,5,1,13,1,901224
1,2,2,39,1,1,1,3,1,39,1,2248769
8,1,3,48,1,1,1,7,67,39,1,2933543
1,1,1,42,5,1,2,2,26,24,1,2485500
1,2,1,36,1,1,2,2,1,36,1,1990674
1,1,2,17,1,1,2,3,1,18,1,1008684
9,2,1,21,1,2,2,6,68,24,1,1271297
1,1,2,19,1,1,2,4,17,19,1,1203549
1,1,2,17,1,1,2,3,1,17,1,1044284
1,2,1,13,1,1,2,2,1,50,1,1964687
1,1,2,55,1,1,2,3,1,17,7,3180568
1,1,3,48,1,1,2,7,1,38,1,2803113
1,1,2,39,2,1,2,3,67,72,2,2233184
1,1,1,34,1,1,2,2,1,310,1,1818965
2,2,4,6,1,2,2,9,57,5,1,332091
2,2,3,13,1,1,2,5,50,13,1,947679
1,1,3,37,5,1,2,5,1,37,1,2157953
9,1,2,18,1,1,2,3,68,18,1,1124393
1,1,2,20,1,1,2,4,1,20,1,1233519
5,2,3,37,1,1,2,5,37,37,1,2184703
1,2,4,53,1,2,1,9,1,31,1,3084781
1,1,3,12,1,1,1,5,1,21,1,655368
1,1,3,1,4,1,2,6,1,1,4,4065
1,1,2,39,1,1,2,3,1,34,1,2246746
1,2,3,37,1,2,2,5,1,37,1,2195048
1,1,3,48,4,1,2,7,1,47,1,2738527
1,2,3,12,1,1,2,5,1,39,1,847928
2,1,2,27,1,1,2,4,2,39,3,1603863
1,2,4,6,1,1,2,9,1,6,1,498759
1,1,3,12,1,1,2,5,1,161,1,742315
2,2,2,26,1,1,2,3,2,26,1,1482821
9,1,4,6,1,1,2,9,68,6,1,250341
1,1,2,20,2,1,2,4,1,20,1,1237469
1,1,1,36,1,1,2,2,1,36,1,2025119
1,1,3,37,1,1,2,5,1,37,1,2151435
1,1,2,17,1,1,2,3,1,17,7,1035140
9,2,4,6,1,1,2,9,68,6,1,330293
1,2,2,55,1,1,2,3,1,55,1,3186000
9,1,2,17,1,1,2,3,68,27,1,1050919
1,1,1,25,1,1,2,1,1,25,3,1461383
6,2,4,6,1,1,1,9,1,20,1,455218
1,1,2,55,1,1,2,3,1,18,8,3226046
1,1,1,33,1,1,2,1,1,33,1,1789241
8,2,4,6,3,1,2,9,67,6,1,225842
8,2,2,19,1,1,2,4,1,19,1,1187510
1,1,3,37,1,1,2,5,1,51,1,2149360
6,1,1,36,1,1,2,2,1,36,1,2055406
1,2,2,27,1,1,2,4,1,27,1,1629576
2,2,3,48,1,1,2,7,2,29,1,2781343
7,1,2,17,1,1,2,3,1,17,1,1056160
3,2,2,72,1,1,2,4,23,38,1,2622238
1,2,2,18,1,1,1,3,1,18,1,1130503
1,1,4,6,1,1,2,9,1,6,8,174943
9,1,4,32,1,1,1,8,68,6,1,1766642
8,1,4,6,1,1,2,9,67,6,1,476295
1,2,4,53,2,1,2,9,1,53,1,3147282
1,2,2,39,1,1,2,3,1,39,6,2265562
1,1,4,13,1,1,2,8,1,4,1,98167
1,1,4,6,1,1,2,9,1,6,1,417057
1,2,4,16,1,1,2,8,1,205,1,973989
1,2,4,4,1,1,1,8,1,12,1,103524
2,1,2,20,1,1,2,4,1,20,1,1214326
1,1,3,48,1,1,1,7,1,36,1,2871972
1,1,2,17,1,1,2,3,1,29,5,1086016
1,1,3,40,1,1,2,7,1,40,1,2357619
1,1,4,49,1,2,1,8,1,48,1,2957261
1,1,3,48,1,1,2,7,1,32,8,2931415
1,1,4,6,1,1,2,9,1,6,1,492736
9,1,3,12,1,2,2,5,68,36,1,663745
1,1,1,42,1,1,2,2,1,42,6,2538063
1,1,3,12,1,1,2,5,1,25,1,816321
1,2,1,42,1,1,2,2,1,42,1,2456499
1,1,3,47,1,1,2,6,63,1,5,2675665
1,1,2,29,1,1,2,4,1,29,1,1716783
2,2,1,41,1,1,1,9,2,26,1,2398816
1,2,3,13,1,1,2,5,1,18,1,947140
1,2,3,5,1,1,2,7,1,5,1,150324
1,1,2,19,1,1,2,4,1,34,1,1192367
3,2,3,21,1,1,1,6,1,18,1,1273509
1,1,1,36,1,1,2,2,1,6,1,2063943
9,2,1,31,1,1,2,2,68,8,1,2086267
2,2,3,44,1,1,2,5,2,12,1,756587
4,1,1,36,1,1,2,2,1,36,1,1951462
1,2,3,47,1,1,1,5,1,9,1,2168778
1,1,1,36,1,1,2,2,1,36,1,1988988
1,2,4,22,1,1,2,7,1,22,1,1292592
1,1,1,41,3,1,2,3,1,17,1,1006708
1,2,2,39,1,1,2,3,1,49,1,2297956
1,1,4,41,1,2,2,9,68,48,1,2413953
1,2,2,39,1,1,2,3,1,408,1,2243095
1,1,1,17,1,1,2,3,1,26,1,996297
2,1,3,22,1,1,1,7,2,22,1,1315902
9,2,3,37,1,1,2,5,68,8,1,2128688
1,1,3,48,1,1,2,7,1,48,1,2845263
1,2,3,24,1,1,2,5,1,24,3,1361227
2,2,3,45,1,1,2,5,37,45,1,2604855
1,2,1,36,1,1,2,2,45,239,1,2090594
1,1,3,24,3,1,2,5,1,24,1,1343269
1,2,3,48,1,1,2,7,1,6,1,2920657
1,1,4,6,1,1,2,9,1,6,1,413095
1,1,2,17,1,1,2,3,1,47,1,1013813
1,2,2,29,1,1,2,4,1,29,1,1702273
4,1,4,41,1,1,2,9,1,26,1,2404681
2,2,3,40,4,1,2,7,2,40,1,2352446
1,2,1,36,1,1,2,2,1,36,1,1963300
2,2,2,45,1,1,2,5,2,13,1,2586347
1,1,3,12,1,1,2,5,1,47,1,783914
1,1,4,6,1,1,2,9,1,6,1,201928
3,1,2,29,1,1,1,4,1,29,1,1676136
1,1,4,15,1,1,2,9,1,26,1,951834
1,1,3,48,1,1,2,7,1,22,1,2776175
1,1,2,26,1,1,2,3,1,18,6,1568654
9,1,1,36,5,2,2,2,68,36,1,2083339
1,1,2,39,1,1,2,3,1,39,1,2260546
1,1,4,41,1,1,1,9,1,6,1,2410761
2,1,3,48,1,1,2,7,2,48,1,2914195
1,1,3,45,1,1,2,5,1,45,1,2589199
1,2,3,12,1,1,2,5,1,26,1,789661
1,2,3,45,3,1,1,5,50,45,1,2586982
6,1,4,6,3,1,2,9,38,210,4,187589
1,1,1,51,1,2,2,2,8,408,6,2479987
1,2,9,21,1,1,2,6,1,21,1,1253777
9,2,3,8,3,1,2,8,68,8,1,602355
2,1,3,22,1,1,2,7,2,22,1,1327596
1,2,3,22,1,1,2,7,1,28,1,1318135
2,2,4,53,1,1,2,9,2,117,1,3108412
1,1,1,42,1,1,2,2,1,42,1,2437831
1,1,3,51,1,1,2,5,1,10,1,3050341
1,1,3,27,1,1,2,5,1,12,1,764090
1,2,2,19,1,2,2,4,1,17,1,1188215
1,2,2,39,1,1,1,3,1,27,1,2322290
9,1,2,36,5,1,2,2,68,36,1,2032576
1,1,4,4,1,1,2,8,1,6,3,111201
2,1,3,48,1,1,2,7,38,48,1,2884598
1,1,3,47,1,2,2,6,1,47,1,2682203
1,1,3,13,1,1,2,5,1,13,1,899900
1,2,4,6,1,1,1,9,1,501,1,319283
1,1,2,53,1,1,2,3,1,34,1,990702
1,2,1,25,1,1,2,1,1,23,1,1428901
1,1,4,6,1,1,2,9,1,6,1,471634
1,2,3,37,1,1,2,5,1,37,1,2134709
9,2,1,25,1,2,2,1,21,25,1,1455514
4,1,3,21,1,1,2,6,68,54,1,1279718
1,2,9,72,2,1,2,0,1,72,2,3258368
1,1,4,53,1,1,2,9,1,53,1,3119972
8,2,2,6,1,1,2,9,67,23,1,219247
5,2,2,26,1,1,2,3,1,17,1,1520134
1,1,4,4,1,1,2,8,1,407,1,102554
1,1,3,51,1,1,2,5,43,218,1,3052830
1,2,4,53,1,1,1,9,1,13,1,3157794
1,2,2,18,1,1,1,3,17,18,1,1164337
8,1,4,36,1,1,2,2,67,36,1,2104090
8,1,1,36,3,1,2,2,38,36,1,2096462
4,2,4,41,1,1,2,9,1,39,1,2423037
1,1,3,28,1,1,2,6,1,28,7,1653316
5,1,3,12,1,1,2,5,1,34,1,812212
2,2,3,17,1,1,2,3,2,17,1,1038487
1,1,1,36,1,2,2,2,1,36,1,1936907
2,2,3,48,1,1,2,7,2,48,3,2753919
1,2,4,30,1,1,2,8,1,30,1,1727658
1,2,4,49,1,1,1,8,1,31,1,2969024
1,1,1,42,1,1,2,2,1,54,1,2433474
1,2,4,6,1,1,2,9,1,6,1,269124
1,2,4,39,1,1,2,9,1,42,1,2392809
1,1,3,49,1,1,2,7,28,40,1,2375825
9,2,1,42,1,1,2,2,68,42,1,2535045
1,2,2,48,1,1,1,7,1,48,1,2862689
1,2,2,42,1,1,2,2,1,45,1,2519408
8,1,3,48,3,1,2,7,67,303,3,2820773
1,1,2,39,1,1,1,3,1,39,1,2296166
1,1,3,45,1,1,2,5,1,12,1,2615336
1,1,4,6,5,1,2,9,1,6,1,539375
1,2,2,17,1,1,2,3,1,17,1,1103395
9,1,2,17,3,1,2,3,68,17,1,1054617
1,1,3,12,1,1,2,5,1,36,1,763985
1,1,3,12,1,1,2,5,1,12,1,753991
1,1,4,8,2,1,1,8,1,8,1,557301
1,1,1,9,1,1,2,1,1,9,1,627229
9,2,4,6,1,2,2,9,68,6,1,233489
1,2,1,25,1,2,1,1,1,25,1,1442143
5,2,4,6,1,1,2,9,68,6,1,460200
2,1,2,27,3,1,2,4,2,313,3,1591265
1,1,1,36,1,1,2,2,1,36,6,2016323
8,1,4,47,1,1,2,6,21,47,5,2624816
1,1,3,31,1,1,2,5,1,17,1,708199
1,1,4,53,1,1,2,9,1,53,1,3107343
8,2,3,37,1,1,2,5,67,37,1,2177135
1,1,3,32,1,1,2,5,56,54,1,3162374
1,2,3,1,1,1,2,6,1,1,1,39227
1,2,4,6,1,1,2,9,1,6,1,233258
6,2,1,44,1,1,2,1,1,44,1,2558267
1,2,4,8,1,1,2,8,1,39,1,583426
1,2,3,21,1,1,2,6,1,48,1,1639080
8,2,2,39,1,1,2,3,67,39,1,2342444
1,2,1,42,1,1,2,2,1,36,1,2441645
9,1,2,39,3,1,1,3,68,39,1,2225269
9,2,4,6,5,1,2,9,68,48,1,214982
1,1,2,17,1,1,1,3,1,17,1,1051664
1,1,1,42,1,2,2,1,1,50,1,1435730
1,2,4,8,4,1,2,8,1,8,1,574667
3,1,4,41,1,2,2,9,28,41,1,2410418
2,2,2,26,1,1,2,3,2,26,1,1507644
8,2,4,6,1,1,2,9,67,6,1,443164
1,1,4,6,1,1,1,9,1,6,1,311696
8,1,3,12,1,1,2,5,67,12,1,784105
1,2,4,6,1,1,2,9,1,5,1,182889
9,2,2,39,1,1,2,3,68,39,1,2308710
6,1,2,17,1,1,2,3,1,18,1,1131644
9,2,3,51,1,1,1,5,68,51,1,3074792
1,2,9,72,1,1,2,0,1,36,1,3250940
1,2,3,8,1,2,2,8,11,36,1,578999
1,1,3,51,1,1,1,5,1,22,5,3032527
1,2,3,24,1,1,2,5,1,24,1,1393621
1,2,2,29,5,1,1,4,60,29,1,1700434
1,1,2,13,1,1,2,3,1,26,1,1547561
1,1,3,12,1,1,2,5,1,26,1,838901
9,2,4,6,1,1,1,9,68,6,1,469633
1,2,2,17,1,1,2,3,1,17,1,1048626
8,2,4,32,1,1,2,8,1,6,1,1778944
1,2,2,27,3,1,2,4,48,55,1,1600126
1,1,2,18,1,1,2,3,1,18,1,1127163
9,1,2,17,1,1,2,3,68,527,1,1064093
1,1,3,48,1,1,2,7,1,48,1,2882466
2,2,3,28,1,1,2,6,2,148,1,1657758
1,2,1,34,1,1,2,2,1,34,1,1863711
9,1,3,48,1,1,2,7,68,48,1,2858917
9,2,4,47,1,1,1,6,68,5,1,2653161
9,2,3,48,5,2,2,7,68,48,7,2955306
7,1,3,37,1,1,2,5,1,37,1,2148266
9,2,3,40,1,1,2,7,68,40,1,2368239
1,1,2,17,1,1,1,3,1,55,1,982419
1,1,2,39,1,1,2,3,1,39,1,2280922
1,2,2,29,1,1,2,4,1,29,1,1687760
1,1,3,48,1,1,2,7,1,48,8,2906789
1,2,3,48,1,1,2,7,1,48,4,2876448
1,2,2,26,1,1,2,3,1,248,1,1495537
1,1,1,34,3,1,2,2,1,34,1,1864125
1,1,3,12,5,1,2,5,1,22,1,834003
1,2,3,22,1,1,2,7,1,22,1,1290431
1,2,1,42,2,1,1,2,1,39,1,2471528
1,2,1,36,1,2,2,2,1,163,5,1945841
1,1,1,34,1,1,2,2,1,36,1,1879015
1,1,3,51,1,2,2,5,1,51,1,3041628
1,1,2,39,1,1,2,3,1,39,1,2330029
1,1,3,47,3,1,2,6,1,47,1,2637420
1,2,4,53,1,1,2,9,1,8,1,3153390
1,1,4,6,1,1,1,9,1,50,1,309328
9,1,1,34,1,1,2,2,68,36,3,1824938
2,1,2,1,1,1,2,6,2,1,1,28439
1,1,4,6,1,1,2,9,1,36,2,301369
1,2,3,13,1,1,1,5,1,13,1,852780
9,2,3,13,1,1,2,5,1,13,1,853531
1,1,9,37,1,2,2,5,1,42,1,2155136
1,1,3,12,1,1,2,5,31,12,5,830260
1,2,4,6,1,1,2,9,1,6,1,527882
1,1,2,17,1,1,2,3,1,27,1,1063699
1,1,1,34,1,1,2,2,1,42,1,1879900
9,2,3,48,1,1,2,7,68,48,1,2735733
1,1,2,17,1,1,1,3,1,17,1,1027204
1,1,2,19,1,1,2,4,1,19,1,1179999
9,1,2,17,1,1,2,3,54,6,1,1071937
1,2,3,12,1,1,2,5,1,21,1,837098
1,1,1,36,1,1,2,2,1,36,1,2094388
1,2,1,25,1,1,1,1,1,214,1,1405912
2,2,2,39,1,2,2,3,2,39,3,2320754
1,2,3,47,1,1,2,6,1,47,1,2632484
1,1,2,51,1,1,2,5,1,37,1,3002173
2,1,3,51,1,1,2,5,2,51,1,3032090
2,2,2,29,1,1,2,4,2,29,1,1721434
1,1,2,18,1,1,2,3,1,18,1,1121942
1,1,2,31,2,1,2,4,1,20,1,1744065
9,2,2,39,1,1,2,3,68,39,1,2261292
1,1,3,51,1,1,2,5,1,51,1,3033988
2,2,3,37,1,1,2,5,2,45,1,2181600
1,1,3,48,1,1,2,7,1,48,1,2818313
1,2,3,1,1,1,2,6,1,310,1,32560
9,2,3,5,1,1,1,7,68,5,1,135276
1,1,3,39,1,1,2,3,1,26,1,2322228
2,2,1,34,1,1,2,2,2,34,1,1856155
9,1,4,6,1,1,2,9,68,6,1,490619
1,2,2,27,1,1,2,4,1,27,1,1620378
1,1,4,8,1,1,2,8,1,51,1,582629
1,1,2,39,1,1,1,3,1,5,1,2333455
1,2,4,6,1,2,2,9,1,6,1,391753
1,1,2,26,1,1,2,3,1,26,1,1530240
1,2,2,32,1,1,2,8,1,168,1,1766855
1,1,3,45,2,1,1,5,1,37,1,2588486
1,2,1,25,1,1,2,1,1,25,1,1424053
1,2,2,39,1,1,2,3,1,39,1,2280717
1,1,1,42,1,1,2,2,1,42,1,2500166
2,2,2,26,1,1,2,3,2,26,1,1530339
1,1,4,53,1,1,2,9,1,53,1,3119601
1,2,3,1,1,1,2,6,1,21,1,17204
1,2,4,6,1,1,1,9,1,31,1,377101
4,1,9,72,2,1,1,0,67,72,5,3263877
1,1,2,39,1,1,2,3,1,39,1,2270786
1,1,2,27,1,1,2,4,1,27,1,1600957
2,1,3,45,1,1,2,5,2,19,1,2583599
1,2,3,12,1,1,1,5,1,36,1,649888
8,1,4,8,1,1,2,8,67,523,1,547593
8,2,1,42,2,1,1,2,44,72,2,2440323
9,2,3,1,1,1,2,6,68,13,1,28737
1,2,3,47,1,1,2,6,1,47,1,2640114
1,2,4,6,1,1,2,9,1,25,1,402789
8,2,1,36,1,1,2,2,67,36,1,1994326
1,1,1,25,1,1,2,1,1,34,1,1406281
1,1,2,29,1,1,2,4,1,29,1,1680270
1,2,3,12,1,1,2,5,1,12,1,654551
1,1,1,9,1,1,2,1,1,36,1,638805
1,2,3,48,1,1,2,7,1,48,1,2937242
1,1,4,6,1,1,2,9,1,6,1,230092
1,1,3,51,1,1,2,5,1,37,1,3016866
1,1,1,42,1,1,2,2,1,42,1,2489016
1,1,3,12,1,1,2,5,1,36,1,722627
1,1,2,17,1,1,2,3,1,17,1,989848
9,1,3,51,1,1,2,5,68,51,1,3049679
1,1,3,37,1,2,1,5,1,48,1,2166147
1,2,4,8,1,1,2,8,1,8,5,578231
1,2,4,4,1,2,2,8,1,162,1,94634
1,2,2,26,1,1,2,3,1,26,1,1502802
1,2,4,30,1,1,2,8,1,25,1,1724912
1,1,1,45,1,1,2,3,1,17,1,1084646
9,2,4,6,1,1,2,9,68,6,1,373993
9,2,3,47,1,1,2,6,68,47,1,2636383
1,2,2,38,1,1,2,4,1,39,1,2219238
1,2,3,24,1,1,1,5,1,24,1,1356479
1,1,2,17,1,1,1,3,1,69,1,1068404
1,2,3,12,1,1,2,5,1,9,1,777129
9,1,2,18,1,2,2,3,1,18,1,1133041
8,1,4,6,1,1,2,9,44,6,1,413922
8,1,4,8,1,1,2,8,1,36,1,547280
1,2,4,49,1,1,2,8,1,49,1,2976610
2,1,2,42,1,1,2,3,2,17,1,1002630
2,1,3,6,1,1,2,5,2,13,1,913367
1,2,3,48,1,1,2,7,44,4,1,2694930
1,2,1,42,1,1,2,2,1,42,1,2445392
1,1,3,22,1,2,2,7,1,22,1,1326838
1,2,2,17,1,1,2,3,1,17,1,1028674
4,1,1,9,1,1,2,1,1,36,1,633557
1,1,2,2,1,1,2,4,1,29,1,1711009
1,2,4,41,1,1,1,9,1,6,1,169164
9,1,3,5,1,1,2,7,1,5,1,136270
1,2,3,48,1,1,2,7,1,105,1,2939331
8,2,4,6,1,1,2,9,67,6,1,405737
1,1,3,21,1,1,2,6,1,21,1,1250215
8,2,1,36,1,1,2,2,67,36,1,2071443
1,1,3,48,1,1,1,7,1,48,1,2768663
1,1,2,55,1,1,2,3,1,55,1,3195827
1,2,2,26,1,1,1,3,1,26,1,1557578
1,1,3,51,2,1,2,5,58,6,1,3048128
9,2,4,6,1,1,2,9,68,211,1,278280
1,2,4,6,1,1,1,9,1,12,1,295726
1,1,3,12,1,1,1,5,1,9,1,699430
1,2,3,48,1,1,2,7,1,17,1,2827647
1,2,3,26,1,1,2,5,1,12,1,2195895
8,2,4,6,1,1,2,9,47,6,1,297380
1,2,2,39,1,1,2,3,1,39,1,2224492
7,1,2,26,1,1,2,3,2,26,1,1484704
1,2,3,12,1,2,1,5,1,39,1,843011
9,2,1,36,1,1,2,2,68,36,6,2083904
1,1,2,39,1,1,2,3,1,148,1,2340288
1,1,3,37,1,1,2,5,1,37,1,2209927
1,1,1,9,1,1,2,1,1,9,1,614778
1,1,2,27,1,1,2,4,1,27,1,1586089
1,2,3,12,3,2,2,5,55,139,5,775871
2,1,3,48,1,1,2,7,57,48,7,2921968
1,2,1,54,1,1,2,2,1,37,1,1851554
8,1,4,6,3,1,2,9,67,6,1,317741
2,1,2,18,1,1,2,3,2,17,1,1114172
9,2,3,48,1,1,2,7,68,48,1,2848339
1,1,2,39,1,1,2,3,1,39,1,2269780
1,1,1,34,1,1,2,2,1,34,1,1843273
1,2,1,54,1,1,2,1,1,11,1,1440818
6,2,3,13,1,2,2,5,1,13,1,884929
1,1,4,6,3,1,2,9,1,6,1,309404
1,2,3,48,1,1,2,7,1,22,1,2744389
8,1,4,32,1,2,2,8,67,314,1,1757687
1,1,2,39,1,1,2,3,64,39,1,2286000
1,2,2,39,1,1,2,3,1,39,1,2335100
2,2,3,51,1,1,2,5,2,36,1,3059302
1,1,1,36,1,1,2,2,68,36,1,2092076
1,2,3,21,1,1,2,6,1,36,1,1281553
2,1,3,4,1,1,2,7,2,48,1,2913459
1,1,2,19,1,1,2,4,1,19,1,1201630
1,1,2,55,1,1,2,3,1,55,1,3215530
1,2,3,47,1,1,1,6,1,47,8,2625655
1,1,3,40,5,1,2,7,1,40,1,2370636
1,1,2,34,1,1,2,4,1,17,2,1674067
5,1,4,35,1,1,2,8,17,35,1,1905076
1,2,3,12,1,1,2,5,1,17,1,832864
9,2,3,9,1,1,1,1,68,22,1,621737
7,2,2,19,1,1,2,4,1,17,1,1183466
1,1,2,18,1,1,1,3,1,17,1,1163517
1,1,3,48,1,1,2,7,1,48,1,2788225
1,2,3,48,1,1,2,7,1,48,1,2777721
1,2,4,8,1,1,2,8,1,37,1,591903
1,2,2,55,1,1,1,3,1,55,1,3209679
1,1,3,36,1,1,2,9,1,53,1,3151764
6,2,4,4,1,1,1,8,43,6,1,58225
1,2,4,8,1,1,1,8,1,35,1,578064
1,1,2,27,1,1,2,4,1,27,3,1622922
8,2,3,21,1,2,2,6,1,47,1,2633889
1,1,4,8,1,1,2,8,1,8,1,595163
1,2,2,17,1,1,2,3,1,17,1,1096572
1,2,3,12,1,1,2,5,1,12,1,713971
1,2,2,17,1,1,2,3,64,105,1,1009303
1,1,2,55,1,2,2,3,1,49,5,3214177
1,1,3,37,1,1,2,5,1,37,1,2192031
2,2,3,37,1,1,2,5,2,11,1,2119179
9,1,9,72,2,1,2,0,68,72,2,3257114
2,2,3,22,1,1,1,7,2,22,1,1296579
9,1,1,15,1,2,1,2,68,37,1,2534001
1,1,2,31,1,1,2,4,1,31,1,1739864
1,2,2,31,1,2,2,4,55,42,1,1750285
1,1,2,55,1,1,2,3,1,55,1,3201362
1,2,1,42,1,1,1,2,1,54,1,2459425
2,1,1,36,1,1,1,2,2,36,6,1920412
8,2,4,6,4,1,2,9,67,6,1,349946
1,1,3,37,1,1,2,5,1,51,1,2194401
1,2,3,45,1,1,1,5,1,13,1,2598001
1,2,2,17,5,1,2,3,1,17,1,1008157
8,1,4,6,1,1,2,9,67,6,1,505113
1,2,3,21,2,1,2,6,1,10,1,1251565
1,2,4,53,1,1,2,9,24,8,1,3134406
9,2,4,4,1,1,2,8,68,4,1,128292
1,2,2,17,1,1,2,3,63,17,1,1025404
1,1,2,18,1,1,2,3,1,36,1,1160332
5,1,3,48,1,1,2,7,1,48,1,2885501
2,1,3,5,1,1,2,7,12,5,1,157699
6,1,1,42,1,1,2,2,55,32,1,2452810
1,1,4,6,1,1,1,9,1,24,1,543617
9,1,3,12,1,1,2,5,68,53,1,829694
1,2,3,22,1,1,1,7,1,22,1,1317231
1,2,3,48,1,1,1,7,1,22,1,2919405
9,1,2,1,1,1,2,6,68,18,1,35975
1,1,3,5,1,1,2,7,1,5,1,142229
9,1,1,42,3,1,2,2,68,26,1,2514850
9,2,2,18,1,1,2,3,68,18,3,1135741
1,2,1,34,1,1,2,2,1,36,1,1869771
1,1,1,56,1,1,2,2,1,42,1,2495183
1,2,3,54,1,1,2,5,1,54,1,3176645
1,2,1,4,1,1,2,8,1,39,1,87340
2,2,3,51,2,2,1,5,2,51,1,3000351
1,2,2,29,1,1,2,4,1,49,1,1677606
9,2,4,6,1,1,2,9,68,20,1,286970
1,1,2,19,1,1,2,4,1,19,1,1200956
2,2,2,55,1,1,2,3,52,55,1,3193782
8,2,4,6,1,1,2,9,67,6,1,365399
2,1,3,47,1,1,1,6,2,13,1,2629617
1,1,3,12,1,1,2,5,1,12,1,758587
8,2,4,6,1,1,2,9,39,6,1,276730
1,1,4,53,1,1,2,8,1,49,1,2956913
2,2,3,1,1,1,1,6,2,18,8,2716
1,2,2,18,1,1,1,3,1,18,1,1153457
1,1,3,13,1,1,2,5,1,13,1,946919
8,2,9,48,1,1,2,7,30,48,1,2848754
1,1,3,45,1,1,2,5,1,45,1,2581613
1,2,2,27,1,1,2,4,1,27,1,1631434
2,2,3,22,1,1,2,7,2,22,1,1313210
1,2,2,31,1,1,2,4,1,31,1,1746536
1,1,2,17,1,1,2,3,1,17,1,1032919
1,2,3,48,1,1,2,7,1,48,1,2857796
1,1,3,13,1,1,2,5,1,45,1,913891
1,1,2,26,1,1,2,3,1,246,1,1570708
6,2,4,6,1,2,2,9,43,6,1,163187
1,2,3,12,1,1,2,5,64,1,1,714936
8,2,4,6,1,1,2,9,67,41,1,231669
1,1,1,47,1,2,2,6,1,39,1,2647223
1,2,3,37,1,1,2,5,1,41,1,2114474
1,2,1,36,1,1,1,2,1,36,1,2084983
1,2,2,39,1,2,1,3,1,39,1,2297444
1,1,3,22,1,1,2,7,1,22,1,1326421
2,2,1,34,1,1,2,2,2,34,1,1854397
1,2,4,49,1,1,2,8,1,2,1,2984854
6,1,3,24,3,1,2,5,58,218,4,1350688
2,1,3,37,1,2,1,5,2,37,1,2112802
6,2,2,12,1,1,2,5,1,36,1,839863
1,1,3,40,1,1,2,7,1,19,1,2363313
2,1,3,22,1,1,2,7,2,34,1,1318197
1,1,3,12,1,1,2,5,1,12,1,789072
1,1,3,48,1,1,2,7,54,48,1,2897285
2,2,2,17,1,1,2,3,2,17,1,1078969
1,1,4,41,1,2,1,9,1,41,1,2387323
1,1,3,48,3,1,2,7,1,55,1,2868644
1,1,3,48,1,1,2,7,1,21,1,2733300
1,1,1,1,1,1,2,6,1,1,1,20463
1,1,1,36,1,1,2,2,1,36,1,2030111
1,1,9,42,1,1,2,2,1,42,1,2502160
