RAC1P,SEX,REGION,ST,CIT,NATIVITY,DIS,DIVISION,RAC2P,POBP,WAOB,ID,REGION_dirty,ST_dirty,CIT_dirty,NATIVITY_dirty,RAC1P_dirty,RAC2P_dirty,POBP_dirty,WAOB_dirty
9,1,4,4,4,2,2,8,68,303,3,67476,,,,,,29,,
8,1,3,48,5,2,2,7,67,303,3,2823734,,,,,,,213,
9,1,3,48,5,2,1,7,68,303,3,2862877,,,,,,,,
9,1,4,6,4,2,2,9,68,303,3,286917,9,28,5,,,,224,
2,2,3,12,4,2,1,5,2,333,3,665898,,28,,,,,,
6,1,4,53,4,2,2,9,57,247,4,3123884,,44,,1,,42,,
8,1,1,36,4,2,2,2,67,368,3,1937231,,,,1,5,,,
6,2,1,36,5,2,2,2,38,210,4,2006897,2,8,,1,5,,,5
9,2,1,34,4,2,2,2,68,365,3,1803669,,,,,,,,
1,1,4,6,4,2,1,9,1,301,7,280433,,,5,,,,,
1,2,4,32,4,2,2,8,1,233,4,1762299,,,,1,3,18,,
2,2,3,12,4,2,2,5,2,333,3,850650,4,,1,,,,,
5,2,4,6,4,2,2,9,29,303,3,474210,2,,,,,,105,
9,1,3,12,5,2,2,5,68,314,3,795424,,,,,,,,
1,1,1,34,4,2,2,2,1,128,5,1838359,2,,,,,,,7
6,1,4,6,4,2,2,9,57,247,4,331401,9,1,5,,,,,
1,2,3,12,5,2,2,5,1,327,3,741374,,,2,,,12,119,
9,1,3,12,4,2,2,5,68,327,3,804340,4,50,2,1,,,,8
9,2,2,17,5,2,1,3,68,303,3,1022568,9,,,,,43,,4
1,1,3,12,4,2,2,5,1,311,3,823793,,15,,,,,,
1,2,4,6,5,2,2,9,1,164,5,421489,,,,,,,,
2,2,3,12,5,2,2,5,2,332,3,678268,,,,1,,,149,
9,1,4,4,4,2,1,8,68,303,3,65839,,,,,,,,
1,2,2,17,4,2,2,3,1,456,6,1052407,3,,,1,,,117,
6,2,4,6,5,2,2,9,38,210,4,296327,1,,1,,,,42,
2,2,1,36,4,2,2,2,2,333,3,1963732,9,13,,,,,,
1,2,1,25,4,2,2,1,1,100,5,1477416,,,,,,,,7
9,1,4,6,4,2,1,9,68,303,3,178721,,,,1,8,28,,
8,1,3,12,5,2,2,5,67,315,3,715552,4,17,,1,9,,,
6,1,3,48,4,2,2,7,59,247,4,2863604,9,,3,1,,,,
1,2,2,55,4,2,2,3,1,128,5,3217750,,,,1,,,,
6,2,1,36,4,2,2,2,38,210,4,1938079,4,,,1,,,119,
9,1,1,34,4,2,2,2,68,327,3,1877149,,27,,,,,214,1
1,1,3,12,4,2,1,5,1,212,4,799572,,37,,,,,,
8,1,3,37,4,2,2,5,67,303,3,2125895,,41,,1,,3,,
8,2,4,6,5,2,2,9,67,365,3,292200,2,29,,,3,,,
2,2,4,49,4,2,2,8,2,412,6,2968568,9,17,,,,3,167,
2,2,1,34,4,2,2,2,2,332,3,1860556,2,30,2,1,,,233,7
9,1,4,6,5,2,2,9,68,303,3,170983,3,,,,,,34,4
6,2,2,39,4,2,2,3,57,247,4,2290880,,,,1,5,,,8
8,1,4,6,4,2,2,9,67,303,3,378573,,,5,,,64,,2
9,2,3,24,5,2,1,5,68,365,3,1391501,,35,,,5,,129,
6,1,4,6,4,2,2,9,38,210,4,407471,2,,,,,,,
6,2,2,17,4,2,2,3,38,210,4,1100918,1,,,1,,,42,5
1,1,2,27,4,2,2,4,1,163,5,1597059,9,,,,,,,
8,1,3,12,5,2,2,5,67,303,3,686716,,,,,,,,
6,2,1,36,4,2,2,2,38,368,3,1973504,,,,1,,,,
2,1,1,25,4,2,2,1,2,329,3,1410030,3,39,,1,3,,202,
6,2,4,15,5,2,2,9,45,233,4,963196,,,,,,,,
1,2,2,26,4,2,2,3,1,150,5,1548235,,,3,1,,,363,
1,1,3,12,5,2,2,5,1,109,5,660238,,39,,,,35,511,
8,2,4,6,4,2,2,9,67,313,3,364021,1,,,1,,,,
9,2,4,6,4,2,2,9,68,303,3,431710,,31,,1,1,,,
9,2,4,15,4,2,1,9,68,233,4,958680,,,,,,42,,2
6,1,3,48,5,2,2,7,48,215,4,2813218,9,,,1,,,469,
1,2,3,13,5,2,2,5,1,160,5,920313,,6,4,,,5,,
9,1,1,36,4,2,2,2,68,364,3,2067559,,6,,1,,,161,
8,1,4,6,5,2,2,9,67,312,3,340159,,4,,,6,,,
8,2,3,48,5,2,2,7,67,312,3,2745208,,5,4,,,,,
6,2,3,1,5,2,2,6,48,215,4,37216,4,,2,,,62,,
6,1,1,42,5,2,2,2,38,210,4,2457408,,,3,,,,,
2,1,3,48,4,2,2,7,2,407,6,2914086,,,2,1,4,,,
1,2,3,12,4,2,2,5,1,362,3,755247,,,2,,,45,,
6,2,4,6,4,2,2,9,43,207,4,207913,9,,,1,,,329,
6,1,3,12,4,2,2,5,45,233,4,729300,,21,,,,4,,
6,2,1,34,4,2,2,2,43,327,3,1852917,,8,,,7,,,
8,1,1,34,4,2,2,2,67,329,3,1822758,,,,,,,301,
9,1,4,41,4,2,2,9,68,217,4,2420665,3,,,1,,44,,
6,1,3,37,5,2,2,5,38,210,4,2159830,,6,,,4,,328,
9,1,4,6,5,2,1,9,68,303,3,489522,,,,,,,,
6,2,3,48,4,2,2,7,57,247,4,2920211,,41,3,,,,,2
1,1,4,6,4,2,2,9,1,212,4,338339,,,,,,,229,
2,1,2,26,4,2,2,3,2,442,6,1478998,,,,,,,,
6,2,4,6,4,2,2,9,45,233,4,320287,,,,,,,,5
1,1,2,18,5,2,2,3,1,136,5,1121518,4,,1,1,,,214,
9,1,1,36,5,2,1,2,68,329,3,2007625,,,,1,,,,5
6,1,4,6,4,2,2,9,45,233,4,451165,1,,,1,,53,,6
1,2,3,13,4,2,2,5,1,312,3,943323,,,,,,,149,
6,1,3,51,4,2,2,5,49,217,4,3019869,,40,,,7,,,5
8,1,4,6,5,2,2,9,67,303,3,181241,,28,,,,,373,
8,1,4,6,5,2,1,9,67,303,3,526625,,,,,,,104,
8,1,4,6,5,2,2,9,67,303,3,453855,,,,,,6,527,
2,2,2,39,5,2,2,3,2,421,6,2304373,4,51,,,,,,
6,2,1,42,5,2,2,2,48,215,4,2552346,,32,,,,,,
6,1,4,53,4,2,2,9,49,217,4,3095513,,,,,,17,,
8,2,3,24,5,2,2,5,67,313,3,1369361,1,,,1,9,,,
9,1,3,48,4,2,1,7,68,436,6,2737698,4,19,1,,2,39,,1
1,1,4,6,5,2,2,9,1,106,5,208837,,,1,,,,303,
2,1,3,37,4,2,2,5,2,341,3,2132855,1,,,,,,210,1
1,2,1,23,4,2,2,1,1,110,5,1334677,,,3,1,,,,
2,2,3,12,4,2,1,5,2,332,3,850022,,,,,,,,
2,2,3,12,5,2,2,5,2,332,3,743983,,56,,1,6,,20,
9,1,1,34,5,2,2,2,68,312,3,1815028,,,,,,45,,
1,2,4,53,4,2,2,9,1,164,5,3136112,9,,,1,,48,166,7
2,1,1,36,4,2,2,2,2,332,3,2038802,,72,,,,,,
1,1,4,32,1,1,2,8,1,26,1,1777837,,,,,,,,
2,2,3,48,1,1,1,7,2,48,1,2812823,,,,,,,,
1,2,3,48,1,1,2,7,1,48,1,2712085,,,,,,,,
1,1,4,8,1,1,2,8,1,8,1,565993,,,,,,,,
1,1,1,42,1,1,2,2,1,42,1,2519715,,,,,9,,,
1,1,4,32,1,1,2,8,1,17,1,1783962,,,,,,,,
9,1,3,12,1,1,2,5,68,36,1,806189,,,,,,55,,
9,1,4,6,1,1,2,9,68,6,1,170448,,32,,,,,327,
1,2,3,28,1,1,2,6,1,31,1,1645568,,,,,,,,
9,2,4,8,1,1,2,8,68,8,1,546889,,,,,,,,
1,2,4,4,1,1,2,8,1,4,1,84263,,,,,,,,
9,2,1,42,1,1,2,2,68,24,1,2442637,,,,2,,,,
2,2,2,17,1,1,1,3,2,17,1,1017863,,,,,,,,
1,2,4,41,1,1,2,9,1,2,1,2414883,,,,,,,154,2
1,2,4,4,1,1,2,8,1,22,1,104135,,,,,3,55,,
1,1,3,13,1,1,2,5,1,13,1,878495,,,,,,,,
2,2,2,27,1,1,2,4,2,27,1,1623675,,,,,,,,
1,1,9,72,2,1,2,0,1,72,2,3270054,,,,,,,,
1,1,1,42,1,1,2,2,1,48,1,2449793,,,,,,,,
2,1,2,29,1,1,2,4,2,29,1,1715534,,,,,,,,
1,1,3,47,1,1,1,6,1,47,1,2680659,,28,,,,,,
9,2,4,6,1,1,1,9,68,32,1,220763,,,,,,,,
1,2,3,48,1,1,2,7,1,48,1,2944060,,,,,,,,
1,1,3,45,1,1,2,5,1,45,1,2565618,2,,,2,,,,4
1,1,1,34,1,1,2,2,1,37,1,1811483,,,,,,,,
1,2,3,48,1,1,2,7,1,20,1,2855167,,,,,4,,,
9,2,4,6,1,1,2,9,68,6,1,329754,,,,,,,,
1,1,2,29,1,1,1,4,1,29,1,1699730,,,,,,,,
1,1,1,25,1,1,2,1,1,25,1,1436201,,,4,,,,,
1,2,3,47,1,1,1,6,1,47,1,2677582,,,,,,,,
1,1,2,19,1,1,2,4,1,19,1,1192645,,,,,,,,
1,1,4,53,1,1,1,9,1,39,1,3151009,,,,,,,22,
1,2,4,6,3,1,2,9,1,303,3,288226,,35,,,,,,
7,1,2,29,1,1,2,4,60,6,1,1674026,3,55,,,,,,
1,1,1,36,1,1,1,2,1,36,1,2103386,,,,,,,,
1,1,3,45,1,1,2,5,1,47,1,2581037,,72,,,,,,
1,2,3,13,1,1,2,5,1,18,1,869404,,,,,,15,,
1,1,4,6,1,1,2,9,1,6,1,221366,,,,,,,,
8,1,3,48,1,1,2,7,67,48,1,2763264,,,,,,,312,
1,2,2,18,1,1,1,3,1,18,1,1158144,,,,,,,247,
1,1,2,19,1,1,2,4,1,19,1,1189953,,,,,,,,
8,1,4,6,1,1,2,9,67,6,1,224383,,,,2,6,,,
1,1,2,55,1,1,2,3,1,55,1,3229537,,,,,,,,
1,2,3,37,1,1,2,5,1,6,1,2116865,,,,,,,,
1,1,3,1,1,1,2,6,1,1,1,6914,,,,,9,,,
1,1,4,53,1,1,2,9,1,53,1,3120669,,,,,,21,,
1,2,2,29,1,1,2,4,1,41,1,1665062,,,,,,,,
1,2,4,6,1,1,2,9,1,6,1,221238,,,,,9,,,
9,2,3,48,1,1,2,7,68,48,1,2786531,,,,,,,,
1,1,9,72,3,1,2,0,1,365,3,3265306,,,1,,,66,,
1,2,4,6,1,1,2,9,1,6,1,324771,,,,,,42,,
1,2,2,29,1,1,2,4,1,17,1,1682604,,,,,,,,
1,2,4,49,1,1,2,8,1,56,1,2976491,,,5,,,,,4
1,1,2,31,1,1,2,4,1,48,1,1736198,,,,,,,,
1,2,2,17,1,1,2,3,1,17,1,1078034,,,,,,,,
1,2,3,48,1,1,2,7,1,16,1,2892996,,,,,,,,
1,2,4,4,1,1,2,8,1,6,1,94646,,,,,,36,,
1,2,4,4,1,1,2,8,1,4,1,94197,,,,,,,,
3,2,4,4,1,1,2,8,17,4,1,107603,,,,,,,,
2,1,1,25,1,1,2,1,2,12,1,1411229,,,,,,,,
1,1,3,12,1,1,2,5,1,12,1,795436,,,,,,,,
1,1,1,42,1,1,2,2,1,42,1,2433482,,,,,5,,,
1,2,1,34,1,1,2,2,1,34,1,1830104,2,,4,2,,,,
3,2,4,32,1,1,2,8,27,32,1,1760171,,,5,2,,,,
1,2,2,27,1,1,1,4,1,4,1,1578422,,,,,,,,
1,1,1,34,1,1,2,2,1,36,1,1817610,,,,,5,,129,
1,2,4,6,1,1,2,9,1,6,1,386140,,,5,,,,,2
1,1,1,25,1,1,2,1,1,42,1,1427790,,,,,,,,
1,2,3,48,1,1,2,7,1,48,1,2843845,,,,,,,,
1,2,2,18,1,1,2,3,1,18,1,1133578,,,,,,,,
9,2,4,6,1,1,2,9,68,6,1,458567,,,,,,,,
1,2,3,48,1,1,2,7,1,48,1,2751358,,,5,,,,,
1,1,1,36,1,1,2,2,1,36,1,1949175,,,,,,,,
1,1,4,49,1,1,2,8,1,49,1,2983876,,,,,,,,
1,2,4,32,1,1,2,8,1,6,1,1771361,,,3,,8,,,
8,1,4,6,1,1,2,9,67,6,1,283078,,,,,,,,
2,1,3,12,1,1,2,5,2,12,1,780741,,,,,1,,,
2,1,3,22,1,1,2,7,2,48,1,1286674,,,,,,,,
1,1,4,6,1,1,2,9,1,6,1,410137,1,,,,,,,
1,1,1,36,1,1,2,2,1,36,1,1973255,,,,,,,,
1,2,4,32,1,1,1,8,1,36,1,1771093,,,,,,,,
1,1,2,55,1,1,2,3,1,55,1,3186684,,,,,,,,
1,2,4,6,1,1,2,9,1,26,1,531833,,,,,,,,
1,2,1,36,1,1,2,2,1,24,1,1911092,,,,,,,,
1,2,3,12,1,1,2,5,1,12,1,840641,1,,,,,,,
1,2,3,22,1,1,1,7,1,22,1,1309521,,,4,,,,,
1,2,1,25,1,1,2,1,1,25,1,1437468,,,,,,,,
1,2,3,54,1,1,2,5,1,54,1,3170833,,,2,,,,,
1,1,2,39,1,1,2,3,1,39,1,2329782,,,,2,,,,
1,1,1,42,1,1,1,2,1,36,1,2509678,,,2,,,,,
2,1,4,6,1,1,2,9,2,6,1,427706,,,,,,,,
1,2,3,24,1,1,2,5,1,24,1,1346472,,,,,,,163,
9,2,4,53,2,1,2,9,68,72,2,3137914,,,,,,,,
2,2,3,37,1,1,2,5,2,36,1,2138972,,,,,,,,
1,2,3,28,1,1,2,6,1,28,1,1660959,,,,,5,,,
1,2,4,6,1,1,2,9,1,6,1,460596,,,,,,24,,
1,1,3,22,1,1,2,7,1,22,1,1312197,,,,,,46,,
1,1,4,6,1,1,2,9,1,6,1,305235,,,,2,,,,
1,1,1,36,1,1,2,2,1,36,1,2019560,,,,,,,,
1,1,3,21,1,1,2,6,1,21,1,1242700,,,,,,,,
1,2,2,26,1,1,1,3,1,26,1,1486188,,,,,2,,,
1,2,3,48,1,1,2,7,1,48,1,2883550,,,,,,,,
1,1,2,17,1,1,2,3,1,17,1,1035733,,,,,,6,,
2,1,3,51,1,1,2,5,2,36,1,2997088,,,,2,,,314,
1,1,1,25,1,1,2,1,1,25,1,1451048,,,,,,35,,
1,1,2,55,1,1,2,3,1,55,1,3183197,,39,,,,,,
2,2,4,6,1,1,2,9,2,12,1,165440,,,,,,,,
2,2,3,28,1,1,2,6,2,28,1,1637409,4,,,,,,,
1,1,3,28,1,1,2,6,1,28,1,1635230,,,,,,,,
1,1,3,47,1,1,2,6,1,47,1,2675768,,,,,,,,
1,2,3,12,1,1,1,5,1,12,1,698197,,,,,,,,
1,1,1,36,1,1,2,2,1,25,1,2045692,,,,,,,,
1,1,2,39,1,1,2,3,1,39,1,2231020,1,,,,,,,
1,1,3,24,1,1,2,5,1,2,1,1347284,,,,,,,,
1,1,1,42,1,1,1,2,1,19,1,2472388,,,,,6,,,2
1,1,4,30,1,1,2,8,1,30,1,1727645,,,,,,,,
1,2,1,36,1,1,2,2,1,36,1,1989583,,39,,,,,,
1,1,4,6,1,1,2,9,1,12,1,415845,,,,,,,,
6,2,4,6,1,1,2,9,48,6,1,211148,,,,,,,150,
1,2,4,41,1,1,2,9,1,17,1,2391057,,,,,4,,10,4
1,2,3,13,1,1,2,5,1,13,1,901224,,,,,,,,
1,2,2,39,1,1,1,3,1,39,1,2248769,,,,,,,,
8,1,3,48,1,1,1,7,67,39,1,2933543,,,,,,,,
1,1,1,42,1,1,2,2,1,24,1,2485500,,,5,,,26,,
1,2,1,36,1,1,2,2,1,36,1,1990674,,,,,,,,
1,1,2,17,1,1,2,3,1,18,1,1008684,,,,,,,,
9,2,3,21,1,1,2,6,68,24,1,1271297,1,,,2,,,,
1,1,2,19,1,1,2,4,1,19,1,1203549,,,,,,17,,
1,1,2,17,1,1,2,3,1,17,1,1044284,,,,,,,,
1,2,1,36,1,1,2,2,1,50,1,1964687,,13,,,,,,
1,1,2,55,1,1,2,3,1,17,1,3180568,,,,,,,,7
1,1,3,48,1,1,2,7,1,38,1,2803113,,,,,,,,
8,1,2,39,2,1,2,3,67,72,2,2233184,,,,,1,,,
1,1,1,34,1,1,2,2,1,34,1,1818965,,,,,,,310,
2,2,4,6,1,1,2,9,2,5,1,332091,,,,2,,57,,
2,2,3,13,1,1,2,5,2,13,1,947679,,,,,,50,,
1,1,3,37,1,1,2,5,1,37,1,2157953,,,5,,,,,
9,1,2,18,1,1,2,3,68,18,1,1124393,,,,,,,,
1,1,2,20,1,1,2,4,1,20,1,1233519,,,,,,,,
5,2,3,37,1,1,2,5,37,37,1,2184703,,,,,,,,
1,2,4,53,1,1,1,9,1,31,1,3084781,,,,2,,,,
1,1,3,12,1,1,1,5,1,21,1,655368,,,,,,,,
1,1,3,1,1,1,2,6,1,1,1,4065,,,4,,,,,4
1,1,2,39,1,1,2,3,1,34,1,2246746,,,,,,,,
1,2,3,37,1,1,2,5,1,37,1,2195048,,,,2,,,,
1,1,3,48,1,1,2,7,1,47,1,2738527,,,4,,,,,
1,2,3,12,1,1,2,5,1,39,1,847928,,,,,,,,
2,1,2,27,1,1,2,4,2,39,1,1603863,,,,,,,,3
1,2,4,6,1,1,2,9,1,6,1,498759,,,,,,,,
1,1,3,12,1,1,2,5,1,12,1,742315,,,,,,,161,
2,2,2,26,1,1,2,3,2,26,1,1482821,,,,,,,,
9,1,4,6,1,1,2,9,68,6,1,250341,,,,,,,,
1,1,2,20,1,1,2,4,1,20,1,1237469,,,2,,,,,
1,1,1,36,1,1,2,2,1,36,1,2025119,,,,,,,,
1,1,3,37,1,1,2,5,1,37,1,2151435,,,,,,,,
1,1,2,17,1,1,2,3,1,17,1,1035140,,,,,,,,7
9,2,4,6,1,1,2,9,68,6,1,330293,,,,,,,,
1,2,2,55,1,1,2,3,1,55,1,3186000,,,,,,,,
9,1,2,17,1,1,2,3,68,27,1,1050919,,,,,,,,
1,1,1,25,1,1,2,1,1,25,1,1461383,,,,,,,,3
1,2,4,6,1,1,1,9,1,20,1,455218,,,,,6,,,
1,1,2,55,1,1,2,3,1,18,1,3226046,,,,,,,,8
1,1,1,33,1,1,2,1,1,33,1,1789241,,,,,,,,
8,2,4,6,1,1,2,9,67,6,1,225842,,,3,,,,,
1,2,2,19,1,1,2,4,1,19,1,1187510,,,,,8,,,
1,1,3,37,1,1,2,5,1,51,1,2149360,,,,,,,,
1,1,1,36,1,1,2,2,1,36,1,2055406,,,,,6,,,
1,2,2,27,1,1,2,4,1,27,1,1629576,,,,,,,,
2,2,3,48,1,1,2,7,2,29,1,2781343,,,,,,,,
1,1,2,17,1,1,2,3,1,17,1,1056160,,,,,7,,,
3,2,2,46,1,1,2,4,23,38,1,2622238,,72,,,,,,
1,2,2,18,1,1,1,3,1,18,1,1130503,,,,,,,,
1,1,4,6,1,1,2,9,1,6,1,174943,,,,,,,,8
9,1,4,32,1,1,1,8,68,6,1,1766642,,,,,,,,
8,1,4,6,1,1,2,9,67,6,1,476295,,,,,,,,
1,2,4,53,1,1,2,9,1,53,1,3147282,,,2,,,,,
1,2,2,39,1,1,2,3,1,39,1,2265562,,,,,,,,6
1,1,4,4,1,1,2,8,1,4,1,98167,,13,,,,,,
1,1,4,6,1,1,2,9,1,6,1,417057,,,,,,,,
1,2,4,16,1,1,2,8,1,31,1,973989,,,,,,,205,
1,2,4,4,1,1,1,8,1,12,1,103524,,,,,,,,
1,1,2,20,1,1,2,4,1,20,1,1214326,,,,,2,,,
1,1,3,48,1,1,1,7,1,36,1,2871972,,,,,,,,
1,1,2,17,1,1,2,3,1,29,1,1086016,,,,,,,,5
1,1,3,40,1,1,2,7,1,40,1,2357619,,,,,,,,
1,1,4,49,1,1,1,8,1,48,1,2957261,,,,2,,,,
1,1,3,48,1,1,2,7,1,32,1,2931415,,,,,,,,8
1,1,4,6,1,1,2,9,1,6,1,492736,,,,,,,,
9,1,3,12,1,1,2,5,68,36,1,663745,,,,2,,,,
1,1,1,42,1,1,2,2,1,42,1,2538063,,,,,,,,6
1,1,3,12,1,1,2,5,1,25,1,816321,,,,,,,,
1,2,1,42,1,1,2,2,1,42,1,2456499,,,,,,,,
1,1,3,47,1,1,2,6,1,1,1,2675665,,,,,,63,,5
1,1,2,29,1,1,2,4,1,29,1,1716783,,,,,,,,
2,2,4,41,1,1,1,9,2,26,1,2398816,1,,,,,,,
1,2,3,13,1,1,2,5,1,18,1,947140,,,,,,,,
1,2,3,5,1,1,2,7,1,5,1,150324,,,,,,,,
1,1,2,19,1,1,2,4,1,19,1,1192367,,,,,,,34,
1,2,3,21,1,1,1,6,1,18,1,1273509,,,,,3,,,
1,1,1,36,1,1,2,2,1,6,1,2063943,,,,,,,,
9,2,1,36,1,1,2,2,68,8,1,2086267,,31,,,,,,
2,2,3,12,1,1,2,5,2,12,1,756587,,44,,,,,,
1,1,1,36,1,1,2,2,1,36,1,1951462,,,,,4,,,
1,2,3,37,1,1,1,5,1,9,1,2168778,,47,,,,,,
1,1,1,36,1,1,2,2,1,36,1,1988988,,,,,,,,
1,2,3,22,1,1,2,7,1,22,1,1292592,4,,,,,,,
1,1,2,17,1,1,2,3,1,17,1,1006708,1,41,3,,,,,
1,2,2,39,1,1,2,3,1,49,1,2297956,,,,,,,,
9,1,4,41,1,1,2,9,68,48,1,2413953,,,,2,1,,,
1,2,2,39,1,1,2,3,1,39,1,2243095,,,,,,,408,
1,1,2,17,1,1,2,3,1,26,1,996297,1,,,,,,,
2,1,3,22,1,1,1,7,2,22,1,1315902,,,,,,,,
9,2,3,37,1,1,2,5,68,8,1,2128688,,,,,,,,
1,1,3,48,1,1,2,7,1,48,1,2845263,,,,,,,,
1,2,3,24,1,1,2,5,1,24,1,1361227,,,,,,,,3
2,2,3,45,1,1,2,5,2,45,1,2604855,,,,,,37,,
1,2,1,36,1,1,2,2,1,36,1,2090594,,,,,,45,239,
1,1,3,24,1,1,2,5,1,24,1,1343269,,,3,,,,,
1,2,3,48,1,1,2,7,1,6,1,2920657,,,,,,,,
1,1,4,6,1,1,2,9,1,6,1,413095,,,,,,,,
1,1,2,17,1,1,2,3,1,47,1,1013813,,,,,,,,
1,2,2,29,1,1,2,4,1,29,1,1702273,,,,,,,,
1,1,4,41,1,1,2,9,1,26,1,2404681,,,,,4,,,
2,2,3,40,1,1,2,7,2,40,1,2352446,,,4,,,,,
1,2,1,36,1,1,2,2,1,36,1,1963300,,,,,,,,
2,2,3,45,1,1,2,5,2,13,1,2586347,2,,,,,,,
1,1,3,12,1,1,2,5,1,47,1,783914,,,,,,,,
1,1,4,6,1,1,2,9,1,6,1,201928,,,,,,,,
1,1,2,29,1,1,1,4,1,29,1,1676136,,,,,3,,,
1,1,4,15,1,1,2,9,1,26,1,951834,,,,,,,,
1,1,3,48,1,1,2,7,1,22,1,2776175,,,,,,,,
1,1,2,26,1,1,2,3,1,18,1,1568654,,,,,,,,6
9,1,1,36,1,1,2,2,68,36,1,2083339,,,5,2,,,,
1,1,2,39,1,1,2,3,1,39,1,2260546,,,,,,,,
1,1,4,41,1,1,1,9,1,6,1,2410761,,,,,,,,
2,1,3,48,1,1,2,7,2,48,1,2914195,,,,,,,,
1,1,3,45,1,1,2,5,1,45,1,2589199,,,,,,,,
1,2,3,12,1,1,2,5,1,26,1,789661,,,,,,,,
1,2,3,45,1,1,1,5,1,45,1,2586982,,,3,,,50,,
6,1,4,6,3,1,2,9,38,210,4,187589,,,,,,,,
1,1,1,42,1,1,2,2,1,42,1,2479987,,51,,2,,8,408,6
1,2,3,21,1,1,2,6,1,21,1,1253777,9,,,,,,,
9,2,4,8,1,1,2,8,68,8,1,602355,3,,3,,,,,
2,1,3,22,1,1,2,7,2,22,1,1327596,,,,,,,,
1,2,3,22,1,1,2,7,1,28,1,1318135,,,,,,,,
2,2,4,53,1,1,2,9,2,53,1,3108412,,,,,,,117,
1,1,1,42,1,1,2,2,1,42,1,2437831,,,,,,,,
1,1,3,51,1,1,2,5,1,10,1,3050341,,,,,,,,
1,1,3,12,1,1,2,5,1,12,1,764090,,27,,,,,,
1,2,2,19,1,1,2,4,1,17,1,1188215,,,,2,,,,
1,2,2,39,1,1,1,3,1,27,1,2322290,,,,,,,,
9,1,1,36,1,1,2,2,68,36,1,2032576,2,,5,,,,,
1,1,4,4,1,1,2,8,1,6,1,111201,,,,,,,,3
2,1,3,48,1,1,2,7,2,48,1,2884598,,,,,,38,,
1,1,3,47,1,1,2,6,1,47,1,2682203,,,,2,,,,
1,1,3,13,1,1,2,5,1,13,1,899900,,,,,,,,
1,2,4,6,1,1,1,9,1,17,1,319283,,,,,,,501,
1,1,2,17,1,1,2,3,1,34,1,990702,,53,,,,,,
1,2,1,25,1,1,2,1,1,23,1,1428901,,,,,,,,
1,1,4,6,1,1,2,9,1,6,1,471634,,,,,,,,
1,2,3,37,1,1,2,5,1,37,1,2134709,,,,,,,,
9,2,1,25,1,1,2,1,68,25,1,1455514,,,,2,,21,,
9,1,3,21,1,1,2,6,68,54,1,1279718,,,,,4,,,
1,2,9,72,2,1,2,0,1,72,2,3258368,,,,,,,,
1,1,4,53,1,1,2,9,1,53,1,3119972,,,,,,,,
8,2,4,6,1,1,2,9,67,23,1,219247,2,,,,,,,
1,2,2,26,1,1,2,3,1,17,1,1520134,,,,,5,,,
1,1,4,4,1,1,2,8,1,4,1,102554,,,,,,,407,
1,1,3,51,1,1,2,5,1,34,1,3052830,,,,,,43,218,
1,2,4,53,1,1,1,9,1,13,1,3157794,,,,,,,,
1,2,2,18,1,1,1,3,1,18,1,1164337,,,,,,17,,
8,1,1,36,1,1,2,2,67,36,1,2104090,4,,,,,,,
6,1,1,36,1,1,2,2,38,36,1,2096462,,,3,,8,,,
1,2,4,41,1,1,2,9,1,39,1,2423037,,,,,4,,,
1,1,3,28,1,1,2,6,1,28,1,1653316,,,,,,,,7
1,1,3,12,1,1,2,5,1,34,1,812212,,,,,5,,,
2,2,2,17,1,1,2,3,2,17,1,1038487,3,,,,,,,
1,1,1,36,1,1,2,2,1,36,1,1936907,,,,2,,,,
2,2,3,48,1,1,2,7,2,48,1,2753919,,,,,,,,3
1,2,4,30,1,1,2,8,1,30,1,1727658,,,,,,,,
1,2,4,49,1,1,1,8,1,31,1,2969024,,,,,,,,
1,1,1,42,1,1,2,2,1,54,1,2433474,,,,,,,,
1,2,4,6,1,1,2,9,1,6,1,269124,,,,,,,,
1,2,4,41,1,1,2,9,1,42,1,2392809,,39,,,,,,
3,1,3,40,1,1,2,7,28,40,1,2375825,,49,,,1,,,
9,2,1,42,1,1,2,2,68,42,1,2535045,,,,,,,,
1,2,3,48,1,1,1,7,1,48,1,2862689,2,,,,,,,
1,2,1,42,1,1,2,2,1,45,1,2519408,2,,,,,,,
8,1,3,48,3,1,2,7,67,303,3,2820773,,,,,,,,
1,1,2,39,1,1,1,3,1,39,1,2296166,,,,,,,,
1,1,3,45,1,1,2,5,1,12,1,2615336,,,,,,,,
1,1,4,6,1,1,2,9,1,6,1,539375,,,5,,,,,
1,2,2,17,1,1,2,3,1,17,1,1103395,,,,,,,,
9,1,2,17,1,1,2,3,68,17,1,1054617,,,3,,,,,
1,1,3,12,1,1,2,5,1,36,1,763985,,,,,,,,
1,1,3,12,1,1,2,5,1,12,1,753991,,,,,,,,
1,1,4,8,1,1,1,8,1,8,1,557301,,,2,,,,,
1,1,1,9,1,1,2,1,1,9,1,627229,,,,,,,,
9,2,4,6,1,1,2,9,68,6,1,233489,,,,2,,,,
1,2,1,25,1,1,1,1,1,25,1,1442143,,,,2,,,,
9,2,4,6,1,1,2,9,68,6,1,460200,,,,,5,,,
2,1,2,27,3,1,2,4,2,313,3,1591265,,,,,,,,
1,1,1,36,1,1,2,2,1,36,1,2016323,,,,,,,,6
1,1,3,47,1,1,2,6,1,47,1,2624816,4,,,,8,21,,5
