RAC1P,SEX,REGION,ST,CIT,NATIVITY,DIS,DIVISION,RAC2P,POBP,WAOB,ID
1,2,3,21,1,1,2,6,1,39,1,1267755
9,2,3,23,1,1,2,7,68,17,1,2763300
1,1,3,37,1,1,2,5,1,34,1,2135023
1,1,2,42,1,1,2,2,1,42,1,2491931
1,2,3,13,1,1,2,5,1,13,1,879783
1,2,4,51,1,1,2,5,1,48,1,3027802
9,1,3,48,1,1,2,7,68,48,1,2876404
8,1,2,27,1,1,2,4,45,48,1,1631186
1,2,3,45,1,1,2,5,1,45,1,2569911
1,1,2,29,3,1,2,4,1,301,7,1714730
7,1,4,15,1,1,2,9,60,15,1,957338
1,2,3,47,1,1,2,6,1,26,1,2691733
3,2,2,19,1,1,2,4,1,19,1,1181511
9,2,1,36,1,1,2,2,68,301,1,1913910
1,2,2,26,1,1,2,3,1,26,1,1556310
1,1,3,12,1,1,2,5,1,39,1,680610
1,2,4,27,1,1,2,4,1,55,1,1590203
5,2,1,34,1,1,1,2,37,36,1,1882572
8,1,4,4,1,1,2,8,67,4,1,87014
1,1,4,6,1,1,2,9,1,55,1,226148
1,2,1,42,1,1,2,2,38,42,1,2481291
1,2,3,51,1,1,2,5,1,51,1,3060638
1,1,4,1,1,1,2,8,1,16,1,975096
1,2,9,36,1,1,2,2,1,36,1,2009017
1,1,4,6,1,1,2,9,1,6,1,301351
1,2,3,51,1,1,2,5,1,51,1,3073764
1,2,2,55,1,1,2,3,1,34,1,3222038
9,1,3,48,1,1,2,7,68,48,1,2895082
1,2,3,48,1,1,2,7,1,48,1,2947569
2,1,4,6,1,1,2,9,2,6,1,161961
1,2,3,12,1,1,2,5,1,12,6,762015
1,1,2,26,1,1,2,3,1,17,1,1510312
1,2,2,26,1,1,2,3,1,26,1,1501472
1,1,4,8,1,1,2,8,1,17,3,579441
1,2,2,17,1,1,1,3,1,17,1,1080553
1,2,4,4,1,1,2,8,1,4,1,82717
9,2,4,4,1,1,2,8,68,4,1,97281
1,2,1,42,1,1,2,2,1,42,1,2476613
1,2,1,34,1,1,2,2,1,203,1,1825962
1,1,1,42,1,1,2,2,1,26,1,2442774
1,1,3,22,1,1,2,7,1,22,1,1323865
8,1,2,26,1,1,2,3,67,26,1,1521818
1,1,2,16,1,1,2,4,1,31,1,1742692
3,2,4,35,1,1,2,8,17,35,1,1902461
1,1,3,48,1,1,2,7,1,48,1,2944158
1,2,4,41,1,1,2,9,1,48,1,2409330
8,2,4,6,1,1,2,9,67,6,1,309319
1,2,4,6,1,1,2,9,1,18,1,341928
1,1,1,36,1,1,2,2,1,6,1,2039588
6,2,4,53,1,1,2,9,38,53,1,3101958
1,2,4,53,1,1,1,9,1,53,1,3106042
1,2,3,21,4,1,2,6,1,21,1,1250804
1,2,1,42,1,1,2,2,1,42,1,2463563
1,2,1,36,1,2,2,2,1,36,1,2088684
1,2,3,28,1,1,2,6,1,47,1,1649464
1,2,3,42,1,1,2,2,1,42,1,2501236
1,1,3,48,1,1,2,7,1,48,7,2857924
1,2,2,19,1,1,2,4,1,19,1,1195518
1,2,4,6,1,1,2,9,1,6,1,486244
1,1,3,24,1,1,2,5,1,51,1,1348610
1,1,9,72,2,1,2,0,1,72,2,3269331
1,2,3,51,1,1,2,5,1,51,1,3015184
2,1,3,28,1,1,2,6,2,28,1,1642683
1,2,3,6,1,1,1,9,1,39,1,385050
1,1,3,48,1,1,2,7,1,48,1,2902974
1,2,2,39,1,1,2,3,1,39,1,2279149
1,2,4,8,1,2,2,8,1,6,1,576327
1,2,1,34,1,1,2,2,1,34,1,1838223
2,2,2,17,1,1,2,3,2,17,2,1026793
1,2,3,48,1,1,2,7,1,48,1,2711151
1,1,3,51,1,1,2,5,1,51,1,3000403
4,2,1,42,1,1,2,2,1,42,1,2481958
1,1,3,24,1,1,2,5,1,34,1,1404067
1,2,2,26,1,1,2,3,1,26,1,1541591
1,1,4,16,5,1,2,8,1,26,1,974672
8,2,3,48,1,1,2,7,67,48,1,2859225
9,2,2,55,1,1,2,3,68,55,1,3208848
1,1,4,8,5,1,1,8,1,29,1,562046
1,1,1,34,1,1,2,2,1,34,2,1832565
1,2,3,40,1,1,1,7,1,40,1,2378581
1,1,2,29,1,1,2,4,1,29,1,1718775
1,2,3,13,1,1,2,5,1,39,1,876092
1,1,2,55,1,1,2,3,1,55,1,3214597
9,1,4,48,1,1,2,8,68,53,1,80252
6,1,3,47,1,1,2,6,1,47,1,2673312
1,2,4,6,1,1,2,9,1,6,1,261739
1,1,4,2,1,1,2,9,1,22,1,49824
2,1,4,6,1,1,2,9,2,22,1,172559
9,2,2,26,1,1,1,3,64,8,1,1563699
1,2,4,8,5,2,1,8,1,25,1,603238
1,2,3,48,1,1,2,7,1,48,1,2785182
1,1,4,6,1,1,2,9,1,6,1,267390
9,2,4,4,1,1,2,8,68,4,1,122512
2,1,3,37,1,1,2,5,2,8,1,2154389
1,1,3,45,1,1,2,5,1,12,1,2594839
1,2,4,2,1,1,1,9,1,55,1,326134
1,1,2,18,1,1,2,3,1,18,1,1153914
1,1,1,36,1,1,2,2,1,36,1,2103709
9,2,3,48,3,1,1,7,68,215,4,2892009
1,2,2,18,1,1,1,3,1,47,1,1139054
9,2,1,36,1,1,2,2,1,36,1,2101250
3,2,3,40,1,2,1,7,5,40,1,2377797
1,1,3,41,1,1,1,7,1,5,1,131140
9,2,3,12,1,1,1,5,68,12,1,708393
1,1,3,47,1,1,2,6,1,15,1,2636340
9,2,4,35,1,1,2,8,68,32,1,1902497
1,1,3,48,1,1,2,7,1,48,4,2849563
9,2,4,15,1,1,2,9,68,15,1,953659
1,2,3,48,1,1,2,7,1,41,1,2871235
1,2,3,13,1,1,2,5,1,13,1,921958
8,1,4,48,1,1,2,7,67,48,1,2861154
1,2,4,4,1,1,2,8,1,48,1,91134
1,2,2,17,3,1,2,3,1,17,1,1047219
1,2,3,12,1,1,2,5,1,4,1,757425
8,2,4,6,1,1,2,9,67,6,1,280631
2,1,2,39,3,1,2,3,2,139,5,2291201
1,2,1,50,1,1,2,1,1,50,1,2990196
2,1,3,48,1,1,1,7,2,48,1,2852040
9,2,4,41,1,1,2,9,68,48,1,2384373
1,2,4,4,1,1,2,8,1,40,1,79370
1,2,1,42,1,1,2,2,1,42,1,2549993
1,2,2,27,1,1,2,4,1,27,1,1608350
1,1,2,17,1,1,1,3,1,17,1,1092657
1,2,3,13,1,1,2,5,1,22,1,923518
2,2,3,51,1,1,2,5,2,39,1,3059384
1,2,2,27,1,1,2,4,1,27,1,1581372
1,1,2,39,1,1,2,3,1,39,1,2253027
1,2,1,42,1,1,2,2,4,42,1,2468534
1,1,3,13,1,1,2,5,1,51,1,932400
9,2,4,6,1,1,2,9,68,6,1,462025
8,2,2,17,1,1,2,3,48,17,1,1058952
6,2,3,48,3,1,2,7,1,48,1,2870453
1,2,1,42,1,1,2,2,1,42,1,2493354
9,1,1,42,1,1,2,2,68,42,1,2494948
5,2,4,32,1,1,2,8,29,32,1,1770932
1,2,2,18,1,1,1,3,1,18,1,1123149
1,1,3,48,1,1,2,7,1,48,1,2703847
1,1,1,42,1,1,2,2,1,42,1,2485417
6,2,3,12,1,1,1,5,1,24,1,741564
1,1,1,36,1,1,2,2,1,36,1,1951507
1,1,1,42,1,1,1,2,1,31,1,2529536
9,2,4,6,1,1,2,9,68,6,1,379531
1,2,2,39,1,2,2,3,1,39,1,2269166
1,2,3,37,1,1,2,5,1,26,1,2171850
2,1,3,13,1,1,2,5,2,13,1,919100
1,2,2,18,1,1,2,3,1,18,1,1167434
1,2,3,12,1,1,2,5,1,17,1,689553
1,2,2,39,1,1,2,3,1,149,1,2317608
2,1,3,35,1,2,2,6,2,1,1,46084
9,1,1,34,1,1,2,2,68,36,1,1880811
1,2,3,48,1,1,2,7,1,48,1,2795993
2,2,3,13,1,1,2,5,2,13,1,863546
1,2,3,12,1,1,2,5,1,25,1,824958
7,1,4,53,1,1,2,9,66,53,1,3119254
9,2,3,22,1,1,2,7,68,53,1,1307146
9,2,3,47,1,1,1,6,68,47,1,2643137
1,2,3,13,1,1,2,5,1,35,1,939223
5,1,2,34,1,1,2,4,1,29,1,1681430
1,2,3,48,1,1,1,7,1,47,1,2950886
1,1,1,42,1,1,2,2,1,42,1,2456697
8,2,1,9,1,1,2,1,67,36,1,628486
1,1,2,31,1,1,2,4,1,19,1,1743613
1,2,1,42,1,1,2,2,1,36,1,2448248
1,2,2,26,1,1,2,3,1,26,1,1539274
1,2,4,53,1,1,1,9,1,364,1,3143102
1,1,3,48,1,1,2,7,1,48,1,2759234
9,1,3,17,1,1,2,3,68,17,1,1034366
1,1,4,6,1,1,2,9,1,6,1,522025
1,1,4,6,1,1,2,9,1,6,1,487669
1,2,3,24,1,1,2,5,1,24,1,1400068
1,1,3,22,1,1,2,7,1,39,1,1301086
1,2,1,42,1,1,2,2,1,42,1,2440836
1,2,4,49,1,1,2,8,1,49,1,2967453
1,1,3,40,1,1,2,7,1,48,1,2347590
1,1,2,26,1,1,2,3,1,26,1,1527059
1,2,2,26,1,1,1,3,1,26,1,1568005
9,1,4,19,1,1,2,9,68,6,1,200023
1,1,4,37,1,1,2,5,1,151,1,2111462
4,1,1,36,1,1,2,2,48,6,1,1933300
1,2,2,20,1,1,2,4,1,20,1,1224629
1,1,1,36,1,1,1,2,1,36,1,1989386
1,1,3,40,1,1,2,7,1,40,1,2344503
1,1,4,6,1,1,2,9,1,6,1,178303
1,1,3,37,1,1,1,5,1,37,1,2125083
1,2,3,21,1,1,2,6,1,21,1,1274122
2,2,3,37,1,1,2,5,2,11,1,2212533
9,1,4,4,1,1,2,8,68,4,1,64332
1,1,2,27,1,1,2,4,1,38,1,1598791
1,2,3,54,1,1,2,5,1,54,1,3166262
1,2,2,26,1,1,2,3,32,26,1,1542300
1,1,2,29,1,1,2,4,1,523,1,1695023
1,1,2,19,1,1,2,4,1,40,1,1209443
1,1,2,39,1,1,1,3,1,27,1,2253791
9,1,4,6,1,1,2,9,68,6,1,330459
2,2,4,6,1,1,2,9,2,6,1,183439
1,1,2,17,1,1,2,3,1,24,1,1058699
1,2,3,48,1,1,2,7,1,6,1,2857700
1,2,4,4,1,1,1,8,1,20,1,79873
1,1,1,9,1,1,2,1,1,9,1,610131
1,1,4,53,1,1,1,9,1,53,1,3090130
7,1,3,40,1,1,2,7,66,40,1,2367446
1,1,1,34,1,1,2,2,1,240,1,1829955
1,1,4,49,1,1,2,8,1,6,1,2976513
1,2,3,21,1,1,2,6,1,21,1,1267655
1,1,3,21,1,1,1,6,1,47,1,1246789
1,2,2,29,1,1,2,4,1,17,1,1680945
1,2,3,48,1,1,2,7,1,29,1,2730802
1,2,4,6,1,1,2,9,1,41,1,227439
9,2,4,4,1,1,2,8,68,4,1,68779
9,2,4,4,1,1,2,8,68,4,1,84913
1,2,2,39,1,1,1,3,1,39,1,2270389
1,2,2,39,1,1,2,3,1,39,1,2294884
1,1,2,26,1,1,2,3,1,18,1,1484264
1,2,2,18,1,1,2,3,1,36,1,1152311
1,1,4,49,1,1,2,8,1,55,1,2982084
1,1,2,55,1,1,2,3,1,12,1,3226275
1,1,4,4,1,1,2,8,1,29,1,105573
1,1,3,37,1,1,2,5,1,45,1,2145295
1,1,2,20,1,1,2,4,1,20,1,1227708
1,1,2,20,1,1,1,4,1,20,1,1232130
8,1,4,6,1,1,2,9,67,6,1,252558
9,1,2,39,1,1,2,3,68,39,1,2335009
9,1,1,42,1,1,2,2,68,36,1,2507900
1,1,2,39,1,1,2,3,1,39,1,2304284
1,1,1,9,1,1,2,1,1,9,1,623619
5,1,1,42,1,2,1,2,1,42,1,2474283
1,1,3,47,1,1,1,6,1,23,4,2672818
1,2,3,51,1,1,2,5,1,50,1,3043507
1,2,1,36,1,1,2,2,1,36,1,2044650
1,2,2,18,1,1,2,3,1,18,1,1135478
1,2,2,17,1,1,2,3,1,17,1,1063108
1,1,3,54,1,1,2,5,1,54,1,3169847
1,1,2,29,1,1,1,4,1,6,1,1690539
6,2,4,53,1,1,2,9,43,41,1,3099655
1,1,2,18,1,1,2,3,1,18,6,1119691
1,1,2,37,1,1,2,3,1,17,1,1034522
1,1,2,19,1,1,2,4,1,45,1,1190769
9,2,4,6,1,1,2,9,68,6,1,365833
1,2,2,29,1,1,2,4,1,29,1,1693406
2,1,3,1,1,1,2,6,2,1,1,31033
1,2,1,36,1,1,2,2,1,50,1,2101902
1,2,2,18,1,1,1,3,1,48,1,1162540
8,1,1,36,1,1,2,2,2,45,1,1922612
1,2,2,55,1,1,2,3,1,55,2,3193813
9,1,3,51,1,1,2,5,68,51,1,3064244
1,1,1,23,1,1,2,1,1,23,1,1341421
5,1,3,48,1,1,2,7,37,48,1,2900958
2,2,3,22,1,2,2,7,2,22,1,1287355
1,1,3,24,1,1,2,5,1,24,3,1379181
1,2,2,26,1,1,2,3,1,26,1,1549902
9,1,1,36,1,1,2,2,68,36,1,1988338
1,1,1,34,3,1,2,2,37,34,1,1876987
1,1,4,17,1,1,2,3,1,17,1,1042636
9,2,1,9,1,1,2,1,68,108,1,604353
1,1,1,42,1,1,2,2,1,42,1,2479095
1,2,1,9,1,1,2,1,1,36,1,624503
1,2,3,10,1,1,2,5,1,10,1,643587
1,2,1,23,4,1,2,1,1,23,1,1332140
5,1,3,48,1,1,2,7,1,48,1,2801138
1,2,4,16,1,1,2,8,1,32,1,980504
1,1,3,24,1,1,2,5,1,6,1,1384619
2,2,4,53,1,1,2,9,2,48,1,3155918
1,2,3,45,1,1,2,5,1,45,1,2601203
1,2,1,42,1,1,2,2,1,20,1,2500680
5,2,3,48,1,1,2,7,45,48,1,2764611
1,2,1,34,1,1,2,2,1,34,1,1819085
8,1,3,37,1,1,1,5,67,37,1,2127762
1,1,9,40,1,1,2,7,1,12,1,2368736
1,2,4,41,1,1,2,9,1,41,1,2419272
9,2,2,39,1,1,2,3,68,19,1,2263374
2,1,3,34,1,1,2,2,2,327,1,1851436
1,2,3,12,1,1,2,5,1,12,1,720085
9,1,4,53,1,1,2,9,68,53,1,3092399
1,2,3,48,1,1,2,7,1,48,1,2905679
1,1,2,27,1,1,2,4,1,27,1,1588122
8,2,2,39,1,1,2,3,1,39,1,2282898
1,2,1,36,1,1,2,2,1,36,1,2070046
2,2,3,28,1,1,2,6,2,22,1,1640751
9,1,4,40,1,1,2,9,68,55,1,481772
1,1,4,6,1,1,2,9,1,6,1,396030
1,1,2,27,1,1,1,4,1,27,1,1604903
1,2,3,31,1,1,1,5,1,21,1,2155669
3,1,3,1,1,2,2,6,2,1,1,18198
1,1,2,39,1,1,1,3,1,39,1,2325399
1,2,1,34,1,1,2,2,1,34,1,1859266
8,2,1,34,1,1,2,2,34,34,1,1845199
1,1,2,39,1,1,1,3,1,39,1,2251584
1,2,1,36,1,1,2,2,1,36,1,2088641
9,1,2,17,1,1,2,3,68,17,1,1088165
1,2,1,25,1,1,2,1,1,25,5,1416945
1,2,2,20,1,1,2,4,1,20,1,1235478
5,1,4,6,1,1,2,9,29,6,1,325172
2,1,1,34,1,1,1,2,2,36,1,1817374
2,2,3,28,1,2,2,6,2,28,1,1660851
1,2,2,55,1,1,2,3,1,55,1,3201642
1,1,1,42,1,1,2,2,1,42,1,2516197
8,2,3,10,1,1,2,5,67,48,1,643154
1,1,2,17,1,1,2,3,1,17,1,1027307
1,2,3,37,1,1,1,5,1,37,1,2181299
1,1,2,17,1,1,2,3,1,17,1,1036600
1,2,4,49,1,1,2,8,1,159,1,2967554
8,2,4,6,1,1,2,9,67,6,1,200169
1,2,1,36,1,1,2,2,1,29,1,1948330
2,1,2,39,1,2,2,3,1,39,1,2275399
1,1,1,23,1,1,2,1,1,15,1,1340441
9,2,4,19,3,1,2,9,68,15,1,963717
1,1,1,36,1,1,2,2,1,36,1,1955873
2,1,3,10,1,1,2,5,2,10,1,644351
1,2,2,20,1,1,1,4,1,20,1,1232494
1,2,2,17,1,1,2,3,1,17,1,1046817
9,1,1,36,1,1,2,2,68,36,1,2052397
1,1,2,26,1,1,2,3,1,26,1,1497714
1,2,3,12,1,1,1,5,1,40,1,831508
1,2,4,41,3,1,2,9,1,554,2,2391836
1,1,2,4,1,1,2,8,1,4,1,78490
6,2,4,6,1,1,2,9,1,6,3,480116
1,2,1,25,1,1,2,1,19,17,1,1459211
9,1,4,6,1,1,2,9,68,6,1,424935
8,2,1,36,5,1,2,2,67,36,1,1993156
1,1,3,51,1,1,2,5,1,51,1,3053285
1,2,3,12,1,1,2,5,2,34,1,721585
1,2,2,26,1,1,2,3,1,523,1,1483444
1,2,3,40,1,1,1,7,1,40,1,2358720
1,1,3,13,1,1,2,5,1,13,1,889046
1,1,4,8,1,1,2,8,1,8,1,548493
9,2,4,6,1,1,2,9,1,17,1,348653
2,1,2,17,1,1,2,3,2,19,1,1101715
1,1,4,4,1,1,1,8,1,12,1,58891
1,1,1,25,1,1,2,1,1,25,1,1413617
1,1,2,25,1,1,1,1,1,25,1,1444657
8,2,2,6,1,1,1,4,67,48,1,1204112
2,2,2,17,1,1,2,3,2,21,1,1045143
6,2,2,29,4,1,2,4,43,39,1,1663738
1,2,1,42,1,1,2,2,1,42,1,2477924
1,2,1,42,1,1,2,2,1,42,1,2548165
1,1,4,41,1,1,2,9,1,41,1,2404376
2,1,4,49,1,2,1,8,1,21,1,2975101
1,1,2,19,4,1,2,4,1,19,1,1196775
1,1,4,6,1,1,2,9,1,13,1,182138
9,1,2,29,1,1,2,4,68,20,1,1696198
1,1,3,48,1,1,2,7,16,29,1,2742754
1,1,4,8,1,1,2,8,1,19,1,563271
1,1,1,42,1,1,2,2,1,42,1,2435237
9,1,4,6,1,1,2,9,68,6,1,499747
5,1,1,34,1,1,2,2,1,34,1,1874784
1,2,3,48,1,1,2,7,1,48,1,2918291
1,1,3,22,4,1,2,7,1,22,1,1298597
1,1,1,36,1,1,2,2,1,25,1,1912859
1,1,2,27,1,1,2,4,1,27,1,1584534
8,2,4,6,1,1,1,9,67,6,1,496930
1,1,3,48,1,1,2,7,1,2,1,2898740
9,2,3,48,3,1,1,7,68,243,4,2892191
1,1,2,39,1,1,2,3,1,39,1,2327540
1,2,4,6,1,1,1,9,1,6,1,162238
1,1,3,24,1,1,1,5,1,24,1,1344389
1,1,4,49,1,1,2,8,1,49,1,2975836
1,2,3,22,1,1,2,7,1,22,1,1295016
1,2,3,21,1,1,1,6,1,21,1,1281078
1,2,2,39,1,1,2,3,1,39,1,2291781
1,2,9,72,2,1,2,0,1,72,2,3265153
6,2,3,48,1,1,2,7,67,48,1,2928548
9,1,3,48,1,1,2,7,68,48,1,2729499
1,1,3,54,1,1,1,5,1,54,1,3173304
1,2,3,21,1,1,2,6,1,21,1,1282421
1,2,4,8,1,1,2,8,1,42,1,558080
1,1,1,42,1,1,2,2,1,42,1,2473798
1,1,4,53,1,1,2,9,1,53,1,3112889
6,2,1,36,1,1,2,2,49,36,1,2098374
1,1,3,13,1,1,2,5,1,18,1,928469
1,1,4,4,1,1,2,8,1,6,1,59309
1,1,3,28,1,1,2,6,1,13,1,1652112
1,2,3,37,1,1,2,5,1,51,1,2166119
1,2,1,31,1,1,1,4,1,46,1,1742662
1,1,1,34,1,1,2,2,1,6,1,1824210
8,1,3,51,1,1,2,5,67,37,1,3070284
2,2,2,17,1,1,1,3,2,29,1,1086603
1,1,3,40,1,1,1,7,1,40,1,2365189
6,1,4,6,1,1,2,9,46,6,1,488368
1,1,1,36,1,1,1,2,4,36,1,1991660
9,2,4,6,1,1,2,9,68,6,1,392985
1,2,1,36,1,1,1,2,1,36,1,2015614
1,1,9,72,1,1,2,0,1,34,1,3269755
2,2,3,51,1,1,1,5,2,51,1,3060452
1,1,3,13,1,1,2,5,1,13,1,929338
1,2,2,26,1,1,2,3,1,26,1,1525408
7,1,2,41,1,1,2,4,1,29,1,1664327
1,1,2,18,1,1,1,3,1,18,1,1143326
1,1,2,27,1,1,2,4,1,27,1,1584244
1,1,2,26,1,1,2,3,1,11,1,1574758
1,1,4,6,1,1,2,9,1,6,1,268360
1,1,3,5,1,1,2,7,1,5,1,149611
6,2,4,8,1,1,2,8,44,8,1,593463
1,1,2,29,1,1,2,4,1,29,1,1680358
9,2,4,15,1,2,2,9,43,15,1,954124
5,2,3,37,1,1,2,5,1,37,1,2128076
1,2,2,51,1,1,2,3,1,17,1,1017442
9,2,4,6,1,1,2,9,68,6,1,426157
1,2,3,47,1,1,2,6,1,47,1,2637573
1,1,4,30,1,1,2,8,1,30,1,1727127
1,2,3,48,1,1,2,7,1,48,1,2900861
1,1,4,8,1,1,2,8,1,54,1,583470
1,2,2,17,1,1,1,3,1,17,1,1083016
9,2,1,36,1,1,2,2,68,36,1,2083308
1,2,2,38,1,1,2,4,1,27,1,2220856
1,2,3,51,1,1,2,5,1,51,1,3005257
1,1,1,36,1,1,2,2,1,36,1,1966483
1,2,2,27,1,1,2,4,1,19,1,1633120
1,2,4,53,1,1,2,9,1,53,1,3146111
1,1,4,6,1,1,2,9,1,6,1,424533
6,2,3,51,1,1,2,5,45,51,1,3027188
3,1,2,27,3,1,2,4,8,27,1,1626212
9,2,1,36,1,1,2,2,68,42,1,1997690
1,1,3,48,1,1,2,7,1,48,1,2942327
2,2,3,10,1,1,2,5,2,37,1,647368
1,2,3,54,1,2,2,5,1,54,4,3165291
1,2,3,47,4,1,2,6,1,47,1,2685182
1,2,4,6,3,1,2,9,1,215,4,202840
1,2,3,24,1,1,2,5,1,24,1,1398066
9,2,3,51,1,1,2,5,68,314,1,3077572
1,1,3,1,1,1,2,6,1,1,1,533
1,2,3,28,1,1,2,6,1,28,1,1659905
9,1,4,6,1,1,2,9,68,207,1,240048
1,2,1,36,1,1,2,2,1,36,1,2066618
1,2,4,49,1,1,2,8,1,39,1,2981226
1,2,3,24,1,1,2,5,1,25,1,1344514
1,1,3,24,1,1,2,5,1,24,1,1353205
8,2,4,6,1,1,2,9,67,6,1,393826
2,2,2,26,1,1,1,3,2,1,1,1563868
6,2,2,39,1,1,2,3,1,39,3,2318934
2,1,9,4,1,1,2,8,68,4,1,101650
1,2,3,21,1,2,2,6,1,21,1,1258598
1,1,3,13,1,1,2,5,1,21,1,884199
2,1,1,36,1,1,2,2,2,36,1,1951014
1,2,2,27,1,1,2,4,1,27,1,1616300
1,1,1,36,1,2,2,2,1,36,1,2085558
1,2,1,44,1,1,2,1,1,36,1,2555006
1,1,1,36,1,1,2,2,1,36,1,2081989
1,1,2,26,1,1,1,3,1,26,1,1521397
8,1,3,48,1,1,2,7,67,48,1,2870482
2,1,1,42,1,1,2,2,2,1,1,2492702
1,1,3,12,1,1,2,5,1,12,1,707006
1,2,3,13,1,1,1,5,1,13,1,854527
1,2,2,17,1,1,1,3,1,17,1,983187
1,2,9,18,2,1,2,0,1,102,2,3258150
1,1,4,6,1,1,2,9,1,467,1,418801
1,2,2,17,1,1,2,3,1,17,1,1064926
1,2,1,36,1,1,2,2,1,36,1,1964004
1,2,4,49,1,1,2,8,1,49,1,2981471
1,2,3,37,1,1,2,5,1,39,1,2154898
6,1,4,15,1,1,2,9,48,15,1,955566
6,2,1,36,1,1,2,2,41,36,1,2061765
1,1,4,6,1,1,2,9,1,55,1,167519
1,2,2,29,1,1,2,4,1,29,1,1714662
1,2,1,36,1,1,2,2,1,36,1,1941348
1,1,3,13,1,1,2,5,1,47,1,933693
9,2,3,12,2,1,2,5,68,72,2,791011
1,1,4,21,1,1,1,6,1,21,8,1263327
2,1,3,47,3,1,2,6,2,47,1,2674247
1,1,2,26,1,1,2,3,1,26,1,1485817
1,1,3,48,3,1,2,7,1,215,4,2827418
8,2,4,6,1,1,2,9,67,6,1,440810
1,2,3,51,1,1,2,5,1,10,3,3004970
1,2,1,25,1,1,2,1,1,25,1,1414355
2,2,3,12,1,1,2,5,2,12,1,735304
1,2,3,5,1,1,2,7,1,47,1,158527
1,1,2,18,1,1,2,3,1,18,1,1143106
1,2,3,47,1,1,2,6,1,47,1,2655809
8,1,2,12,1,1,2,5,67,12,1,798716
1,1,2,17,1,1,2,3,1,17,1,1016063
1,2,1,36,1,1,2,2,1,17,1,2105184
2,1,3,13,1,1,2,5,2,12,1,918016
2,2,1,36,1,1,1,2,2,36,1,2060019
9,1,3,48,1,1,2,7,68,48,1,2794666
1,2,2,17,1,1,2,3,1,17,1,1069348
1,2,1,34,1,1,2,2,1,34,1,1867837
1,2,3,12,1,1,2,5,1,37,1,782407
1,1,2,29,1,1,2,4,1,29,1,1700276
1,1,9,34,1,1,2,2,1,34,1,1867660
1,1,3,24,1,1,2,5,1,1,1,1381582
1,2,4,49,1,1,2,8,1,49,1,2967630
1,2,4,53,1,1,2,9,1,53,1,3131985
3,2,3,13,1,1,2,5,27,13,1,860063
1,2,2,26,1,1,2,3,1,36,1,1490439
1,1,3,5,1,1,1,7,21,5,1,132244
1,1,3,47,1,1,2,6,1,47,1,2667252
1,2,3,12,1,1,2,5,1,12,1,702574
1,2,3,12,1,1,2,5,14,39,1,697612
9,2,2,18,1,1,2,3,68,18,2,1162253
1,2,3,48,1,1,2,7,1,48,1,2807193
1,1,4,49,1,1,2,8,1,6,1,2958585
1,2,4,6,1,1,2,9,1,6,1,457405
8,1,3,51,1,1,2,5,67,8,1,3007734
1,1,4,49,1,1,2,8,1,49,1,2973153
9,2,4,17,1,1,2,9,68,6,1,388865
1,1,3,24,1,1,2,5,1,24,1,1347020
9,1,3,48,1,1,2,7,68,48,1,2872538
1,2,3,12,1,1,2,5,1,42,1,661249
1,1,2,36,1,1,2,3,1,17,1,1075010
1,1,3,45,1,1,2,5,1,13,1,2565481
2,2,3,17,1,1,2,3,2,17,1,1015254
1,1,3,48,1,1,2,7,1,48,1,2716202
1,1,2,27,1,1,2,4,1,27,1,1631058
6,1,4,6,1,1,1,9,45,6,1,304619
1,1,4,6,1,1,2,9,1,6,1,194932
1,2,3,54,1,2,2,5,1,54,1,3172251
1,1,1,42,1,1,2,2,1,42,1,2501735
1,1,1,23,1,1,2,1,1,9,1,1328302
1,2,3,45,5,1,2,5,1,45,1,2579593
9,1,4,6,1,1,2,9,68,6,1,346975
9,1,4,6,1,1,2,9,68,6,1,292562
1,2,3,48,1,2,2,7,1,27,1,2865338
8,2,3,48,1,1,2,7,67,48,1,2846997
9,1,4,6,1,1,2,9,68,6,1,472796
1,2,1,42,1,1,2,2,1,42,1,2479311
2,2,3,13,1,1,1,5,2,13,1,929403
1,2,9,36,1,1,2,2,24,312,1,1958884
1,2,4,6,1,1,2,9,1,6,1,444241
1,2,4,4,1,1,1,8,1,17,1,120611
9,1,4,41,4,1,2,9,68,41,1,2398854
8,2,1,34,1,1,2,2,67,36,1,1865866
1,2,2,26,1,1,2,3,12,26,1,1516949
1,2,3,48,1,1,2,7,1,35,1,2739986
1,1,4,8,1,1,2,8,1,8,1,550365
2,2,9,72,2,1,2,0,2,72,2,3268860
2,1,4,6,1,1,2,9,2,6,1,441916
1,1,3,12,1,1,2,5,1,9,1,810860
1,2,1,42,1,1,2,2,1,42,1,2508000
1,1,3,12,1,1,2,5,1,12,1,654991
1,2,4,41,5,1,2,9,1,41,1,2398153
5,2,2,27,1,1,2,4,1,4,1,1598817
5,1,4,6,1,1,2,9,37,6,1,160218
2,2,1,36,1,1,2,2,2,36,1,2086456
1,1,4,15,1,1,2,9,1,55,1,957494
1,2,3,22,1,1,2,7,1,22,1,1324648
1,1,2,39,1,1,2,3,1,39,1,2281900
1,1,2,18,1,1,2,3,1,18,1,1171412
1,2,2,26,1,1,2,3,1,26,1,1495197
1,1,2,26,1,1,2,3,1,26,1,1550008
1,2,4,53,1,1,2,9,1,48,1,3107661
1,2,4,8,3,1,2,8,1,110,5,581953
1,1,2,19,1,1,2,4,1,19,1,1186655
2,2,4,53,1,2,2,9,68,53,1,3092443
