RAC1P,SEX,REGION,ST,CIT,NATIVITY,DIS,DIVISION,RAC2P,POBP,WAOB,ID,REGION_dirty,ST_dirty,CIT_dirty,NATIVITY_dirty,RAC1P_dirty,RAC2P_dirty,POBP_dirty,WAOB_dirty
1,1,1,25,4,2,2,1,1,130,5,1446953,4,,,1,2,,,
1,2,1,9,4,2,2,1,1,501,8,618370,,,,,,,47,
1,1,4,6,5,2,2,9,1,138,5,296675,,,,,,,216,
6,2,4,6,4,2,2,9,38,207,4,211474,,,,,8,,,
8,1,1,36,4,2,2,2,67,329,3,2004166,,,,1,,15,,
6,2,4,6,4,2,2,9,57,247,4,205817,,,,,7,,,8
2,1,1,34,5,2,2,2,2,332,3,1810378,,50,,,,,,
8,2,3,12,4,2,2,5,67,303,3,824916,,4,,1,,2,,
1,1,4,32,4,2,2,8,1,136,5,1755877,,,,,,,,7
8,1,2,17,4,2,2,3,67,303,3,1080493,,53,,,,,,
6,2,4,6,4,2,2,9,58,200,4,176801,,,,,,,,
8,2,4,6,4,2,2,9,67,312,3,222491,,,,,,38,,
6,2,1,36,4,2,2,2,43,207,4,1924588,,,,,,,5,3
8,2,3,48,4,2,2,7,67,110,5,2896143,,,,,,,,
1,1,1,36,4,2,2,2,1,138,5,1953336,4,30,,,,20,,
6,2,3,12,5,2,2,5,45,233,4,801004,2,,,,,,33,
6,2,1,34,5,2,2,2,38,210,4,1877212,,,,,,,,
1,1,4,6,5,2,2,9,1,110,5,261603,,,,,,,164,
9,1,1,25,4,2,1,1,68,329,3,1452782,,,,,,2,,
6,1,4,6,4,2,2,9,45,233,4,466338,,,,,,,,
8,2,4,6,5,2,1,9,67,303,3,417561,,,,,,,108,
9,1,4,6,5,2,2,9,68,362,3,203626,,,,,4,6,,8
1,1,1,25,4,2,2,1,1,150,5,1477822,4,,1,,,,,
6,2,3,51,4,2,2,5,49,449,6,3080387,,,,,,,,
9,1,3,12,4,2,2,5,68,315,3,777226,1,,,,6,58,,
1,1,2,20,4,2,2,4,1,247,4,1220854,,,,,,,,
2,2,4,6,5,2,2,9,2,313,3,166896,,,,,,,,5
1,1,2,18,4,2,1,3,1,110,5,1145842,,,,,,,,
1,1,4,6,5,2,2,9,1,138,5,480212,9,,2,,,,,
8,2,4,41,5,2,2,9,67,303,3,2415950,,,3,,,,,
9,2,1,34,5,2,2,2,68,372,3,1866423,,,,,,,,
6,2,1,36,4,2,2,2,43,207,4,1954160,,,,,,,,
9,1,4,6,4,2,2,9,68,303,3,452885,,,,,,,,
6,2,1,25,4,2,2,1,38,210,4,1456636,,,,,,,,
6,1,1,9,5,2,2,1,54,231,4,616046,,,,,,,,
1,1,2,29,4,2,2,4,1,301,7,1712827,,,,,,4,,
2,2,3,12,5,2,2,5,2,332,3,731661,,9,,,,,,
6,1,2,26,4,2,2,3,43,207,4,1519798,,,,,,47,,
6,1,4,6,4,2,2,9,57,247,4,309724,,,2,,,,,
6,1,3,48,4,2,2,7,55,238,4,2743876,,,,,,,53,
8,2,1,36,5,2,2,2,67,329,3,2015003,,,,,,,,8
9,1,1,44,4,2,2,1,68,408,6,2562629,,,,,,21,,
6,1,3,21,4,2,2,6,49,217,4,1281755,,,,,,3,,3
6,2,4,6,4,2,2,9,43,207,4,225378,,,5,,,,,
6,2,4,32,4,2,2,8,45,233,4,1766052,,,,,,,,
1,2,4,41,4,2,2,9,1,164,5,2396373,2,54,,,,,,
6,2,3,51,4,2,2,5,38,341,3,3080757,,,,1,,,,1
2,1,1,25,5,2,2,1,2,440,6,1477706,,,2,1,,,,3
6,1,2,18,5,2,2,3,38,210,4,1167179,,,,,,,,
1,1,1,25,5,2,2,1,1,119,5,1415405,,,,,,,,
8,2,4,6,5,2,2,9,67,110,5,274149,1,30,4,,,25,,
1,1,1,36,4,2,2,2,1,163,5,2065022,9,,,,7,,,
1,2,3,12,4,2,2,5,1,327,3,668600,,,,1,,,,
1,2,4,15,4,2,2,9,1,163,5,951034,,,1,,,6,,
8,1,4,35,5,2,2,8,67,327,3,1909838,,,,,6,54,,
1,2,2,17,5,2,2,3,1,163,5,1086370,,,,1,,,,
1,1,1,34,4,2,2,2,1,120,5,1881273,,,,,,,,
8,2,3,48,5,2,2,7,67,303,3,2895835,,,,1,,,,
9,2,3,47,5,2,2,6,68,303,3,2685281,,,,,,,,
9,2,3,12,4,2,2,5,68,370,3,736014,9,,,1,,,,
1,1,1,36,4,2,2,2,1,300,7,1962715,,,,1,,,,
9,1,1,34,4,2,2,2,68,362,3,1849895,,,,,1,,,
6,1,1,34,4,2,2,2,43,209,4,1850043,,,2,,,,,
1,1,1,36,4,2,1,2,1,400,6,1928817,2,,3,,,,310,
1,1,3,48,4,2,2,7,1,117,5,2905727,,,,,,,,4
1,2,3,12,4,2,2,5,1,148,5,847456,2,,,1,,,,
9,2,1,36,4,2,1,2,68,368,3,2058025,,,,1,,,,
9,2,2,17,4,2,2,3,68,303,3,998043,,,,,,,,
1,1,1,36,4,2,2,2,1,301,7,2056636,,,,,,,,
6,1,3,12,4,2,2,5,57,247,4,683038,,,,,,,,
6,1,3,12,4,2,2,5,57,247,4,751969,,,,,,,,
2,2,3,13,4,2,2,5,2,333,3,947939,,,,,,,,
2,2,3,13,4,2,2,5,2,333,3,930872,,,,,,,,
6,1,4,6,4,2,2,9,57,247,4,196874,,,,,,56,,
1,2,1,42,4,2,2,2,1,149,5,2534365,,,3,,,,,
1,1,4,8,4,2,2,8,1,164,5,568976,3,,3,,,3,,
6,2,1,36,5,2,2,2,44,240,4,1982014,,,,,,,,
1,1,1,36,4,2,2,2,1,239,4,1938290,,,1,,,,,
6,1,3,48,4,2,1,7,38,202,4,2808434,,,,1,,46,,
1,1,3,12,4,2,2,5,1,214,4,699080,,,3,1,,,,
1,1,3,48,4,2,1,7,1,110,5,2836738,,,,,,,,6
1,2,1,34,5,2,2,2,1,129,5,1862775,,,,,,17,,
6,2,3,48,4,2,2,7,38,247,4,2817760,,,,,,59,314,
9,1,3,51,4,2,2,5,68,312,3,3036538,,,,,,,,
8,1,4,32,4,2,2,8,67,303,3,1765303,,,,,,,,
9,2,3,12,5,2,2,5,68,373,3,787823,,,,1,,,164,
1,1,4,6,4,2,2,9,1,212,4,389555,,,,,,,,
6,2,2,20,4,2,2,4,38,210,4,1221566,,,,,,,,
6,1,3,51,5,2,2,5,43,207,4,3056299,,,,,,,,
1,2,3,47,1,1,1,6,1,47,1,2624853,,,,,,,,
1,2,4,6,3,1,2,9,1,215,4,351263,1,33,,,,,,
1,2,4,4,3,1,2,8,1,235,4,128300,,,,,,,,
2,1,2,29,1,1,2,4,2,29,1,1704592,,,,,,,,
1,1,2,19,1,1,2,4,1,19,1,1208558,,,,,,,425,
1,1,3,47,1,1,2,6,1,47,1,2639858,,,,,,,,
1,1,3,13,1,1,2,5,1,13,1,944776,,,,,,,,
1,1,4,6,1,1,2,9,1,51,1,421153,,,,,,,,
1,1,3,51,1,1,2,5,1,51,1,3041555,,,,,,,,
1,1,4,4,1,1,1,8,1,4,1,73034,,,,,,,,7
8,1,4,35,1,1,2,8,67,35,1,1897294,,,,,,39,,
1,1,2,19,1,1,2,4,1,17,1,1196345,,,,,,,,
1,2,3,12,1,1,2,5,1,12,1,721861,,,,,,,,
1,2,2,19,1,1,2,4,1,19,1,1183723,,,,,,,,
8,2,4,6,1,1,1,9,67,6,1,447843,,,,,,,,
2,1,3,24,1,1,2,5,2,24,1,1352039,,,,,3,,,
1,2,3,47,1,1,2,6,1,47,1,2673634,,,,2,,,,
1,2,4,49,1,1,2,8,1,16,1,2973207,,,,,,,,
1,2,1,36,1,1,1,2,1,36,1,1923467,,,,,,,,
1,1,3,48,1,1,2,7,1,48,1,2863280,,,,,,,,
1,2,1,36,1,1,2,2,1,36,1,1988412,,,,,,,168,
1,1,3,1,1,1,2,6,1,1,1,1760,,,,,,,,
1,2,1,42,1,1,2,2,1,42,1,2436314,,,,,,,,
8,2,3,22,1,1,2,7,67,22,1,1313005,,,,,,,,
9,1,3,12,1,1,2,5,68,18,1,687406,,,,,,,,
9,1,1,42,1,1,2,2,68,42,1,2539318,,,,,,,,
1,2,4,53,1,1,2,9,1,53,1,3141679,,,,,,,,
1,1,3,5,1,1,1,7,1,6,1,138289,,,,,,,,
1,1,3,51,1,1,2,5,1,51,1,3051971,,,,,,,,
1,2,1,36,1,1,2,2,1,36,1,2014168,,,,,,,,
1,1,1,36,1,1,2,2,1,36,1,1964751,,,,,,,,
1,1,2,19,1,1,2,4,1,17,1,1200227,,,,,,,,
1,1,1,34,1,1,2,2,1,9,1,1873506,,,,,,,,
1,1,2,17,1,1,2,3,1,17,1,1029517,,,,,,,,
1,1,1,44,1,1,1,1,1,44,1,2554042,,,,,,38,,
1,1,2,18,1,1,2,3,1,18,1,1119789,,,,,5,,,6
1,2,3,47,1,1,2,6,1,51,1,2634991,,,,,,,,
1,1,1,36,1,1,2,2,1,36,1,1999816,,,,,,,,
6,1,4,6,1,1,2,9,43,6,1,495895,,,,,,47,,
1,2,1,34,1,1,2,2,1,34,1,1847603,9,,,,,,,
1,2,2,55,1,1,1,3,1,55,1,3180117,,,,,,36,,
6,1,3,13,1,1,2,5,38,13,1,907070,,,,,,,,
1,1,4,53,1,1,1,9,1,53,1,3111894,,,,,,,,4
1,1,3,51,1,1,2,5,1,42,1,3015712,,,,,,,,
1,2,2,18,1,1,2,3,1,36,1,1172415,,,,,,,,
1,2,2,17,1,1,2,3,1,17,1,1034005,,,,,,,,
9,1,1,25,1,1,2,1,68,25,1,1445553,,,,,,,,3
9,1,3,48,1,1,2,7,68,48,1,2897879,,,,,1,,,
1,2,3,45,1,1,2,5,1,37,1,2599749,,,,,,,,
2,1,3,12,1,1,2,5,2,12,1,655206,,,,,,,,
1,2,1,42,1,1,2,2,1,42,1,2546479,,,,,7,,,
1,2,3,48,1,1,2,7,1,6,1,2802088,,,,,,,,
1,2,2,18,1,1,2,3,1,18,1,1141078,,,,,,,,
1,1,1,23,1,1,2,1,1,50,1,1336533,,,,,,,,
1,1,3,12,1,1,2,5,1,12,1,670682,,,,,,,229,
2,1,3,13,1,1,2,5,2,22,1,901061,,,,,,15,,
2,1,3,47,1,1,1,6,2,47,1,2640862,,,,,,,,
1,2,2,31,1,1,2,4,1,31,1,1736603,,,,,,,,
1,1,2,20,1,1,1,4,1,20,1,1209904,,,,,,,,
1,2,3,21,1,1,2,6,1,39,1,1267755,,,,,,,,
9,2,3,48,1,1,2,7,68,17,1,2763300,,23,,,,,,
1,1,3,37,1,1,2,5,1,34,1,2135023,,,,,,,,
1,1,1,42,1,1,2,2,1,42,1,2491931,2,,,,,,,
1,2,3,13,1,1,2,5,1,13,1,879783,,,,,,,,
1,2,3,51,1,1,2,5,1,48,1,3027802,4,,,,,,,
9,1,3,48,1,1,2,7,68,48,1,2876404,,,,,,,,
8,1,2,27,1,1,2,4,67,48,1,1631186,,,,,,45,,
1,2,3,45,1,1,2,5,1,45,1,2569911,,,,,,,,
1,1,2,29,3,1,2,4,1,301,7,1714730,,,,,,,,
7,1,4,15,1,1,2,9,60,15,1,957338,,,,,,,,
1,2,3,47,1,1,2,6,1,26,1,2691733,,,,,,,,
1,2,2,19,1,1,2,4,1,19,1,1181511,,,,,3,,,
9,2,1,36,1,1,2,2,68,45,1,1913910,,,,,,,301,
1,2,2,26,1,1,2,3,1,26,1,1556310,,,,,,,,
1,1,3,12,1,1,2,5,1,39,1,680610,,,,,,,,
1,2,2,27,1,1,2,4,1,55,1,1590203,4,,,,,,,
5,2,1,34,1,1,1,2,37,36,1,1882572,,,,,,,,
8,1,4,4,1,1,2,8,67,4,1,87014,,,,,,,,
1,1,4,6,1,1,2,9,1,55,1,226148,,,,,,,,
1,2,1,42,1,1,2,2,1,42,1,2481291,,,,,,38,,
1,2,3,51,1,1,2,5,1,51,1,3060638,,,,,,,,
1,1,4,16,1,1,2,8,1,16,1,975096,,1,,,,,,
1,2,1,36,1,1,2,2,1,36,1,2009017,9,,,,,,,
1,1,4,6,1,1,2,9,1,6,1,301351,,,,,,,,
1,2,3,51,1,1,2,5,1,51,1,3073764,,,,,,,,
1,2,2,55,1,1,2,3,1,55,1,3222038,,,,,,,34,
9,1,3,48,1,1,2,7,68,48,1,2895082,,,,,,,,
1,2,3,48,1,1,2,7,1,48,1,2947569,,,,,,,,
2,1,4,6,1,1,2,9,2,6,1,161961,,,,,,,,
1,2,3,12,1,1,2,5,1,12,1,762015,,,,,,,,6
1,1,2,26,1,1,2,3,1,17,1,1510312,,,,,,,,
1,2,2,26,1,1,2,3,1,26,1,1501472,,,,,,,,
1,1,4,8,1,1,2,8,1,17,1,579441,,,,,,,,3
1,2,2,17,1,1,1,3,1,17,1,1080553,,,,,,,,
1,2,4,4,1,1,2,8,1,4,1,82717,,,,,,,,
9,2,4,4,1,1,2,8,68,4,1,97281,,,,,,,,
1,2,1,42,1,1,2,2,1,42,1,2476613,,,,,,,,
1,2,1,34,1,1,2,2,1,34,1,1825962,,,,,,,203,
1,1,1,42,1,1,2,2,1,26,1,2442774,,,,,,,,
1,1,3,22,1,1,2,7,1,22,1,1323865,,,,,,,,
8,1,2,26,1,1,2,3,67,26,1,1521818,,,,,,,,
1,1,2,31,1,1,2,4,1,31,1,1742692,,16,,,,,,
3,2,4,35,1,1,2,8,17,35,1,1902461,,,,,,,,
1,1,3,48,1,1,2,7,1,48,1,2944158,,,,,,,,
1,2,4,41,1,1,2,9,1,48,1,2409330,,,,,,,,
8,2,4,6,1,1,2,9,67,6,1,309319,,,,,,,,
1,2,4,6,1,1,2,9,1,18,1,341928,,,,,,,,
1,1,1,36,1,1,2,2,1,6,1,2039588,,,,,,,,
6,2,4,53,1,1,2,9,38,53,1,3101958,,,,,,,,
1,2,4,53,1,1,1,9,1,53,1,3106042,,,,,,,,
1,2,3,21,1,1,2,6,1,21,1,1250804,,,4,,,,,
1,2,1,42,1,1,2,2,1,42,1,2463563,,,,,,,,
1,2,1,36,1,1,2,2,1,36,1,2088684,,,,2,,,,
1,2,3,28,1,1,2,6,1,47,1,1649464,,,,,,,,
1,2,1,42,1,1,2,2,1,42,1,2501236,3,,,,,,,
1,1,3,48,1,1,2,7,1,48,1,2857924,,,,,,,,7
1,2,2,19,1,1,2,4,1,19,1,1195518,,,,,,,,
1,2,4,6,1,1,2,9,1,6,1,486244,,,,,,,,
1,1,3,24,1,1,2,5,1,51,1,1348610,,,,,,,,
1,1,9,72,2,1,2,0,1,72,2,3269331,,,,,,,,
1,2,3,51,1,1,2,5,1,51,1,3015184,,,,,,,,
2,1,3,28,1,1,2,6,2,28,1,1642683,,,,,,,,
1,2,4,6,1,1,1,9,1,39,1,385050,3,,,,,,,
1,1,3,48,1,1,2,7,1,48,1,2902974,,,,,,,,
1,2,2,39,1,1,2,3,1,39,1,2279149,,,,,,,,
1,2,4,8,1,1,2,8,1,6,1,576327,,,,2,,,,
1,2,1,34,1,1,2,2,1,34,1,1838223,,,,,,,,
2,2,2,17,1,1,2,3,2,17,1,1026793,,,,,,,,2
1,2,3,48,1,1,2,7,1,48,1,2711151,,,,,,,,
1,1,3,51,1,1,2,5,1,51,1,3000403,,,,,,,,
1,2,1,42,1,1,2,2,1,42,1,2481958,,,,,4,,,
1,1,3,24,1,1,2,5,1,34,1,1404067,,,,,,,,
1,2,2,26,1,1,2,3,1,26,1,1541591,,,,,,,,
1,1,4,16,1,1,2,8,1,26,1,974672,,,5,,,,,
8,2,3,48,1,1,2,7,67,48,1,2859225,,,,,,,,
9,2,2,55,1,1,2,3,68,55,1,3208848,,,,,,,,
1,1,4,8,1,1,1,8,1,29,1,562046,,,5,,,,,
1,1,1,34,1,1,2,2,1,34,1,1832565,,,,,,,,2
1,2,3,40,1,1,1,7,1,40,1,2378581,,,,,,,,
1,1,2,29,1,1,2,4,1,29,1,1718775,,,,,,,,
1,2,3,13,1,1,2,5,1,39,1,876092,,,,,,,,
1,1,2,55,1,1,2,3,1,55,1,3214597,,,,,,,,
9,1,4,4,1,1,2,8,68,53,1,80252,,48,,,,,,
1,1,3,47,1,1,2,6,1,47,1,2673312,,,,,6,,,
1,2,4,6,1,1,2,9,1,6,1,261739,,,,,,,,
1,1,4,2,1,1,2,9,1,22,1,49824,,,,,,,,
2,1,4,6,1,1,2,9,2,22,1,172559,,,,,,,,
9,2,2,26,1,1,1,3,68,8,1,1563699,,,,,,64,,
1,2,4,8,1,1,1,8,1,25,1,603238,,,5,2,,,,
1,2,3,48,1,1,2,7,1,48,1,2785182,,,,,,,,
1,1,4,6,1,1,2,9,1,6,1,267390,,,,,,,,
9,2,4,4,1,1,2,8,68,4,1,122512,,,,,,,,
2,1,3,37,1,1,2,5,2,8,1,2154389,,,,,,,,
1,1,3,45,1,1,2,5,1,12,1,2594839,,,,,,,,
1,2,4,6,1,1,1,9,1,55,1,326134,,2,,,,,,
1,1,2,18,1,1,2,3,1,18,1,1153914,,,,,,,,
1,1,1,36,1,1,2,2,1,36,1,2103709,,,,,,,,
9,2,3,48,3,1,1,7,68,215,4,2892009,,,,,,,,
1,2,2,18,1,1,1,3,1,47,1,1139054,,,,,,,,
1,2,1,36,1,1,2,2,1,36,1,2101250,,,,,9,,,
3,2,3,40,1,1,1,7,5,40,1,2377797,,,,2,,,,
1,1,3,5,1,1,1,7,1,5,1,131140,,41,,,,,,
9,2,3,12,1,1,1,5,68,12,1,708393,,,,,,,,
1,1,3,47,1,1,2,6,1,1,1,2636340,,,,,,,15,
9,2,4,35,1,1,2,8,68,32,1,1902497,,,,,,,,
1,1,3,48,1,1,2,7,1,48,1,2849563,,,,,,,,4
9,2,4,15,1,1,2,9,68,15,1,953659,,,,,,,,
1,2,3,48,1,1,2,7,1,41,1,2871235,,,,,,,,
1,2,3,13,1,1,2,5,1,13,1,921958,,,,,,,,
8,1,3,48,1,1,2,7,67,48,1,2861154,4,,,,,,,
1,2,4,4,1,1,2,8,1,48,1,91134,,,,,,,,
1,2,2,17,1,1,2,3,1,17,1,1047219,,,3,,,,,
1,2,3,12,1,1,2,5,1,4,1,757425,,,,,,,,
8,2,4,6,1,1,2,9,67,6,1,280631,,,,,,,,
2,1,2,39,3,1,2,3,2,139,5,2291201,,,,,,,,
1,2,1,50,1,1,2,1,1,50,1,2990196,,,,,,,,
2,1,3,48,1,1,1,7,2,48,1,2852040,,,,,,,,
9,2,4,41,1,1,2,9,68,48,1,2384373,,,,,,,,
1,2,4,4,1,1,2,8,1,40,1,79370,,,,,,,,
1,2,1,42,1,1,2,2,1,42,1,2549993,,,,,,,,
1,2,2,27,1,1,2,4,1,27,1,1608350,,,,,,,,
1,1,2,17,1,1,1,3,1,17,1,1092657,,,,,,,,
1,2,3,13,1,1,2,5,1,22,1,923518,,,,,,,,
2,2,3,51,1,1,2,5,2,39,1,3059384,,,,,,,,
1,2,2,27,1,1,2,4,1,27,1,1581372,,,,,,,,
1,1,2,39,1,1,2,3,1,39,1,2253027,,,,,,,,
1,2,1,42,1,1,2,2,1,42,1,2468534,,,,,,4,,
1,1,3,13,1,1,2,5,1,51,1,932400,,,,,,,,
9,2,4,6,1,1,2,9,68,6,1,462025,,,,,,,,
8,2,2,17,1,1,2,3,67,17,1,1058952,,,,,,48,,
1,2,3,48,1,1,2,7,1,48,1,2870453,,,3,,6,,,
1,2,1,42,1,1,2,2,1,42,1,2493354,,,,,,,,
9,1,1,42,1,1,2,2,68,42,1,2494948,,,,,,,,
5,2,4,32,1,1,2,8,29,32,1,1770932,,,,,,,,
1,2,2,18,1,1,1,3,1,18,1,1123149,,,,,,,,
1,1,3,48,1,1,2,7,1,48,1,2703847,,,,,,,,
1,1,1,42,1,1,2,2,1,42,1,2485417,,,,,,,,
1,2,3,12,1,1,1,5,1,24,1,741564,,,,,6,,,
1,1,1,36,1,1,2,2,1,36,1,1951507,,,,,,,,
1,1,1,42,1,1,1,2,1,31,1,2529536,,,,,,,,
9,2,4,6,1,1,2,9,68,6,1,379531,,,,,,,,
1,2,2,39,1,1,2,3,1,39,1,2269166,,,,2,,,,
1,2,3,37,1,1,2,5,1,26,1,2171850,,,,,,,,
2,1,3,13,1,1,2,5,2,13,1,919100,,,,,,,,
1,2,2,18,1,1,2,3,1,18,1,1167434,,,,,,,,
1,2,3,12,1,1,2,5,1,17,1,689553,,,,,,,,
1,2,2,39,1,1,2,3,1,39,1,2317608,,,,,,,149,
2,1,3,1,1,1,2,6,2,1,1,46084,,35,,2,,,,
9,1,1,34,1,1,2,2,68,36,1,1880811,,,,,,,,
1,2,3,48,1,1,2,7,1,48,1,2795993,,,,,,,,
2,2,3,13,1,1,2,5,2,13,1,863546,,,,,,,,
1,2,3,12,1,1,2,5,1,25,1,824958,,,,,,,,
7,1,4,53,1,1,2,9,66,53,1,3119254,,,,,,,,
9,2,3,22,1,1,2,7,68,53,1,1307146,,,,,,,,
9,2,3,47,1,1,1,6,68,47,1,2643137,,,,,,,,
1,2,3,13,1,1,2,5,1,35,1,939223,,,,,,,,
1,1,2,29,1,1,2,4,1,29,1,1681430,,34,,,5,,,
1,2,3,48,1,1,1,7,1,47,1,2950886,,,,,,,,
1,1,1,42,1,1,2,2,1,42,1,2456697,,,,,,,,
8,2,1,9,1,1,2,1,67,36,1,628486,,,,,,,,
1,1,2,31,1,1,2,4,1,19,1,1743613,,,,,,,,
1,2,1,42,1,1,2,2,1,36,1,2448248,,,,,,,,
1,2,2,26,1,1,2,3,1,26,1,1539274,,,,,,,,
1,2,4,53,1,1,1,9,1,17,1,3143102,,,,,,,364,
1,1,3,48,1,1,2,7,1,48,1,2759234,,,,,,,,
9,1,2,17,1,1,2,3,68,17,1,1034366,3,,,,,,,
1,1,4,6,1,1,2,9,1,6,1,522025,,,,,,,,
1,1,4,6,1,1,2,9,1,6,1,487669,,,,,,,,
1,2,3,24,1,1,2,5,1,24,1,1400068,,,,,,,,
1,1,3,22,1,1,2,7,1,39,1,1301086,,,,,,,,
1,2,1,42,1,1,2,2,1,42,1,2440836,,,,,,,,
1,2,4,49,1,1,2,8,1,49,1,2967453,,,,,,,,
1,1,3,40,1,1,2,7,1,48,1,2347590,,,,,,,,
1,1,2,26,1,1,2,3,1,26,1,1527059,,,,,,,,
1,2,2,26,1,1,1,3,1,26,1,1568005,,,,,,,,
9,1,4,6,1,1,2,9,68,6,1,200023,,19,,,,,,
1,1,3,37,1,1,2,5,1,20,1,2111462,4,,,,,,151,
6,1,1,36,1,1,2,2,48,6,1,1933300,,,,,4,,,
1,2,2,20,1,1,2,4,1,20,1,1224629,,,,,,,,
1,1,1,36,1,1,1,2,1,36,1,1989386,,,,,,,,
1,1,3,40,1,1,2,7,1,40,1,2344503,,,,,,,,
1,1,4,6,1,1,2,9,1,6,1,178303,,,,,,,,
1,1,3,37,1,1,1,5,1,37,1,2125083,,,,,,,,
1,2,3,21,1,1,2,6,1,21,1,1274122,,,,,,,,
2,2,3,37,1,1,2,5,2,11,1,2212533,,,,,,,,
9,1,4,4,1,1,2,8,68,4,1,64332,,,,,,,,
1,1,2,27,1,1,2,4,1,38,1,1598791,,,,,,,,
1,2,3,54,1,1,2,5,1,54,1,3166262,,,,,,,,
1,2,2,26,1,1,2,3,1,26,1,1542300,,,,,,32,,
1,1,2,29,1,1,2,4,1,29,1,1695023,,,,,,,523,
1,1,2,19,1,1,2,4,1,40,1,1209443,,,,,,,,
1,1,2,39,1,1,1,3,1,27,1,2253791,,,,,,,,
9,1,4,6,1,1,2,9,68,6,1,330459,,,,,,,,
2,2,4,6,1,1,2,9,2,6,1,183439,,,,,,,,
1,1,2,17,1,1,2,3,1,24,1,1058699,,,,,,,,
1,2,3,48,1,1,2,7,1,6,1,2857700,,,,,,,,
1,2,4,4,1,1,1,8,1,20,1,79873,,,,,,,,
1,1,1,9,1,1,2,1,1,9,1,610131,,,,,,,,
1,1,4,53,1,1,1,9,1,53,1,3090130,,,,,,,,
7,1,3,40,1,1,2,7,66,40,1,2367446,,,,,,,,
1,1,1,34,1,1,2,2,1,9,1,1829955,,,,,,,240,
1,1,4,49,1,1,2,8,1,6,1,2976513,,,,,,,,
1,2,3,21,1,1,2,6,1,21,1,1267655,,,,,,,,
1,1,3,21,1,1,1,6,1,47,1,1246789,,,,,,,,
1,2,2,29,1,1,2,4,1,17,1,1680945,,,,,,,,
1,2,3,48,1,1,2,7,1,29,1,2730802,,,,,,,,
1,2,4,6,1,1,2,9,1,41,1,227439,,,,,,,,
9,2,4,4,1,1,2,8,68,4,1,68779,,,,,,,,
9,2,4,4,1,1,2,8,68,4,1,84913,,,,,,,,
1,2,2,39,1,1,1,3,1,39,1,2270389,,,,,,,,
1,2,2,39,1,1,2,3,1,39,1,2294884,,,,,,,,
1,1,2,26,1,1,2,3,1,18,1,1484264,,,,,,,,
1,2,2,18,1,1,2,3,1,36,1,1152311,,,,,,,,
1,1,4,49,1,1,2,8,1,55,1,2982084,,,,,,,,
1,1,2,55,1,1,2,3,1,12,1,3226275,,,,,,,,
1,1,4,4,1,1,2,8,1,29,1,105573,,,,,,,,
1,1,3,37,1,1,2,5,1,45,1,2145295,,,,,,,,
1,1,2,20,1,1,2,4,1,20,1,1227708,,,,,,,,
1,1,2,20,1,1,1,4,1,20,1,1232130,,,,,,,,
8,1,4,6,1,1,2,9,67,6,1,252558,,,,,,,,
9,1,2,39,1,1,2,3,68,39,1,2335009,,,,,,,,
9,1,1,42,1,1,2,2,68,36,1,2507900,,,,,,,,
1,1,2,39,1,1,2,3,1,39,1,2304284,,,,,,,,
1,1,1,9,1,1,2,1,1,9,1,623619,,,,,,,,
1,1,1,42,1,1,1,2,1,42,1,2474283,,,,2,5,,,
1,1,3,47,1,1,1,6,1,23,1,2672818,,,,,,,,4
1,2,3,51,1,1,2,5,1,50,1,3043507,,,,,,,,
1,2,1,36,1,1,2,2,1,36,1,2044650,,,,,,,,
1,2,2,18,1,1,2,3,1,18,1,1135478,,,,,,,,
1,2,2,17,1,1,2,3,1,17,1,1063108,,,,,,,,
1,1,3,54,1,1,2,5,1,54,1,3169847,,,,,,,,
1,1,2,29,1,1,1,4,1,6,1,1690539,,,,,,,,
6,2,4,53,1,1,2,9,43,41,1,3099655,,,,,,,,
1,1,2,18,1,1,2,3,1,18,1,1119691,,,,,,,,6
1,1,2,17,1,1,2,3,1,17,1,1034522,,37,,,,,,
1,1,2,19,1,1,2,4,1,45,1,1190769,,,,,,,,
9,2,4,6,1,1,2,9,68,6,1,365833,,,,,,,,
1,2,2,29,1,1,2,4,1,29,1,1693406,,,,,,,,
2,1,3,1,1,1,2,6,2,1,1,31033,,,,,,,,
1,2,1,36,1,1,2,2,1,50,1,2101902,,,,,,,,
1,2,2,18,1,1,1,3,1,18,1,1162540,,,,,,,48,
2,1,1,36,1,1,2,2,2,45,1,1922612,,,,,8,,,
1,2,2,55,1,1,2,3,1,55,1,3193813,,,,,,,,2
9,1,3,51,1,1,2,5,68,51,1,3064244,,,,,,,,
1,1,1,23,1,1,2,1,1,23,1,1341421,,,,,,,,
5,1,3,48,1,1,2,7,37,48,1,2900958,,,,,,,,
2,2,3,22,1,1,2,7,2,22,1,1287355,,,,2,,,,
1,1,3,24,1,1,2,5,1,24,1,1379181,,,,,,,,3
1,2,2,26,1,1,2,3,1,26,1,1549902,,,,,,,,
9,1,1,36,1,1,2,2,68,36,1,1988338,,,,,,,,
1,1,1,34,1,1,2,2,1,34,1,1876987,,,3,,,37,,
1,1,2,17,1,1,2,3,1,17,1,1042636,4,,,,,,,
9,2,1,9,1,1,2,1,68,36,1,604353,,,,,,,108,
1,1,1,42,1,1,2,2,1,42,1,2479095,,,,,,,,
1,2,1,9,1,1,2,1,1,36,1,624503,,,,,,,,
1,2,3,10,1,1,2,5,1,10,1,643587,,,,,,,,
